"lakename","year4","daynum","sampledate","depth","tn_ug","tp_ug","temperature_C","dissolvedOxygen"
"Paul Lake",2013,232,2013-08-20,5,NA,NA,10.4,10.19
"Paul Lake",2013,232,2013-08-20,5.5,NA,NA,8.6,5.98
"Paul Lake",2013,232,2013-08-20,6,NA,NA,7.7,1.27
"Paul Lake",2013,232,2013-08-20,6.5,NA,NA,7.2,0.58
"Paul Lake",2013,232,2013-08-20,7,NA,NA,6.6,0.45
"Paul Lake",2013,232,2013-08-20,8,NA,NA,5.6,0.38
"Tuesday Lake",2013,233,2013-08-21,0,NA,NA,23.5,8.24
"Tuesday Lake",2013,233,2013-08-21,0.25,NA,NA,NA,NA
"Tuesday Lake",2013,233,2013-08-21,0.75,NA,NA,NA,NA
"Tuesday Lake",2013,233,2013-08-21,1,NA,NA,22.3,8.87
"Tuesday Lake",2013,233,2013-08-21,1.5,NA,NA,20.2,8.31
"Tuesday Lake",2013,233,2013-08-21,2,NA,NA,17.6,5.05
"Tuesday Lake",2013,233,2013-08-21,2.5,NA,NA,14.7,6.24
"Tuesday Lake",2013,233,2013-08-21,3.5,NA,NA,9.3,3.44
"Tuesday Lake",2013,233,2013-08-21,4,NA,NA,7.4,0.63
"Tuesday Lake",2013,233,2013-08-21,4.5,NA,NA,6.3,0.45
"Tuesday Lake",2013,233,2013-08-21,5,NA,NA,5.5,0.39
"Tuesday Lake",2013,233,2013-08-21,5.5,NA,NA,5,0.37
"Tuesday Lake",2013,233,2013-08-21,6,NA,NA,4.7,0.34
"Tuesday Lake",2013,233,2013-08-21,6.5,NA,NA,4.6,0.33
"Tuesday Lake",2013,233,2013-08-21,7,NA,NA,4.5,0.32
"Tuesday Lake",2013,233,2013-08-21,8,NA,NA,4.3,0.32
"Tuesday Lake",2013,233,2013-08-21,9,NA,NA,4.3,0.31
"Peter Lake",2013,238,2013-08-26,0,NA,NA,23.9,7.66
"Peter Lake",2013,238,2013-08-26,0.25,NA,NA,NA,NA
"Peter Lake",2013,238,2013-08-26,0.75,NA,NA,NA,NA
"Peter Lake",2013,238,2013-08-26,1,NA,NA,23.9,7.49
"Peter Lake",2013,238,2013-08-26,1.5,NA,NA,23.1,7.47
"Peter Lake",2013,238,2013-08-26,2,NA,NA,22.1,7.25
"Peter Lake",2013,238,2013-08-26,2.5,NA,NA,19.7,6.03
"Peter Lake",2013,238,2013-08-26,3,NA,NA,16.9,7.31
"Peter Lake",2013,238,2013-08-26,3.5,NA,NA,13.9,9.64
"Peter Lake",2013,238,2013-08-26,4.5,NA,NA,9.8,10.17
"Peter Lake",2013,238,2013-08-26,5,NA,NA,8.1,8.95
"Peter Lake",2013,238,2013-08-26,5.5,NA,NA,7.3,4.51
"Peter Lake",2013,238,2013-08-26,6,NA,NA,6.5,1.13
"Peter Lake",2013,238,2013-08-26,6.5,NA,NA,6.2,0.52
"Peter Lake",2013,238,2013-08-26,7,NA,NA,5.7,0.44
"Peter Lake",2013,238,2013-08-26,8,NA,NA,5.2,0.41
"Peter Lake",2013,238,2013-08-26,9,NA,NA,4.9,0.39
"Peter Lake",2013,238,2013-08-26,10,NA,NA,4.7,0.38
"Peter Lake",2013,238,2013-08-26,11,NA,NA,4.6,0.37
"Paul Lake",2013,239,2013-08-27,0,NA,NA,24.6,7.3
"Paul Lake",2013,239,2013-08-27,0.25,NA,NA,NA,NA
"Paul Lake",2013,239,2013-08-27,0.75,NA,NA,NA,NA
"Paul Lake",2013,239,2013-08-27,1,NA,NA,24.6,6.81
"Paul Lake",2013,239,2013-08-27,1.5,NA,NA,23.9,7.62
"Paul Lake",2013,239,2013-08-27,2,NA,NA,23.1,7.33
"Paul Lake",2013,239,2013-08-27,2.5,NA,NA,21.8,7.1
"Paul Lake",2013,239,2013-08-27,3,NA,NA,20.1,6.31
"Paul Lake",2013,239,2013-08-27,3.5,NA,NA,17.9,6.84
"Paul Lake",2013,239,2013-08-27,4.5,NA,NA,12.9,11.79
"Paul Lake",2013,239,2013-08-27,5,NA,NA,10.9,10.94
"Paul Lake",2013,239,2013-08-27,5.5,NA,NA,9.2,4.78
"Paul Lake",2013,239,2013-08-27,6,NA,NA,9.2,5.13
"Paul Lake",2013,239,2013-08-27,6.5,NA,NA,8,1.24
"Paul Lake",2013,239,2013-08-27,7,NA,NA,6.8,0.47
"Paul Lake",2013,239,2013-08-27,8,NA,NA,5.9,0.41
"Paul Lake",2013,239,2013-08-27,10,NA,NA,5.4,0.36
"Paul Lake",2013,239,2013-08-27,11,NA,NA,5.4,0.35
"Paul Lake",2013,239,2013-08-27,12,NA,NA,5.3,0.33
"Tuesday Lake",2013,240,2013-08-28,0,NA,NA,24.9,8.39
"Tuesday Lake",2013,240,2013-08-28,0.25,NA,NA,NA,NA
"Tuesday Lake",2013,240,2013-08-28,0.75,NA,NA,NA,NA
"Tuesday Lake",2013,240,2013-08-28,1,NA,NA,24.5,8.22
"Tuesday Lake",2013,240,2013-08-28,1.5,NA,NA,21.8,7.59
"Tuesday Lake",2013,240,2013-08-28,2,NA,NA,18.6,2.82
"Tuesday Lake",2013,240,2013-08-28,2.5,NA,NA,15.4,3.95
"Tuesday Lake",2013,240,2013-08-28,3.5,NA,NA,10.1,2.86
"Tuesday Lake",2013,240,2013-08-28,4,NA,NA,7.9,0.49
"Tuesday Lake",2013,240,2013-08-28,4.5,NA,NA,6.7,0.4
"Tuesday Lake",2013,240,2013-08-28,5,NA,NA,6,0.37
"Tuesday Lake",2013,240,2013-08-28,5.5,NA,NA,5.5,0.36
"Tuesday Lake",2013,240,2013-08-28,6,NA,NA,5.1,0.35
"Tuesday Lake",2013,240,2013-08-28,6.5,NA,NA,4.8,0.35
"Tuesday Lake",2013,240,2013-08-28,7,NA,NA,4.6,0.34
"Tuesday Lake",2013,240,2013-08-28,8,NA,NA,4.5,0.33
"Tuesday Lake",2013,240,2013-08-28,9,NA,NA,4.4,0.33
"Peter Lake",2014,139,2014-05-19,0,NA,NA,12.9,9.9
"Peter Lake",2014,139,2014-05-19,0.25,NA,NA,NA,NA
"Peter Lake",2014,139,2014-05-19,0.5,NA,NA,13,10
"Peter Lake",2014,139,2014-05-19,0.75,NA,NA,NA,NA
"Peter Lake",2014,139,2014-05-19,1,NA,NA,12.3,10.4
"Peter Lake",2014,139,2014-05-19,1.5,NA,NA,10.8,10.8
"Peter Lake",2014,139,2014-05-19,2,NA,NA,8.9,11.9
"Peter Lake",2014,139,2014-05-19,2.5,NA,NA,6.9,12.1
"Peter Lake",2014,139,2014-05-19,3,NA,NA,5.6,10.1
"Peter Lake",2014,139,2014-05-19,3.5,NA,NA,4.9,5.6
"Peter Lake",2014,139,2014-05-19,4.5,NA,NA,4.3,2.7
"Peter Lake",2014,139,2014-05-19,5,NA,NA,4.2,1.9
"Peter Lake",2014,139,2014-05-19,5.5,NA,NA,4.2,1.9
"Peter Lake",2014,139,2014-05-19,6,NA,NA,4.2,1.9
"Peter Lake",2014,139,2014-05-19,6.5,NA,NA,4.2,1.7
"Peter Lake",2014,139,2014-05-19,7,NA,NA,4.2,1.7
"Peter Lake",2014,139,2014-05-19,8,NA,NA,4.1,1.7
"Peter Lake",2014,139,2014-05-19,9,NA,NA,4.1,1.6
"Peter Lake",2014,139,2014-05-19,10,NA,NA,4.1,1.6
"Peter Lake",2014,139,2014-05-19,11,NA,NA,4.2,1.5
"Paul Lake",2014,140,2014-05-20,0,NA,NA,12.7,10
"Paul Lake",2014,140,2014-05-20,0.25,NA,NA,NA,NA
"Paul Lake",2014,140,2014-05-20,0.5,NA,NA,12.3,10.2
"Paul Lake",2014,140,2014-05-20,0.75,NA,NA,NA,NA
"Paul Lake",2014,140,2014-05-20,1,NA,NA,11.8,10.8
"Paul Lake",2014,140,2014-05-20,1.5,NA,NA,10.5,11.3
"Paul Lake",2014,140,2014-05-20,2,NA,NA,9.1,11.7
"Paul Lake",2014,140,2014-05-20,2.5,NA,NA,7.5,12.4
"Paul Lake",2014,140,2014-05-20,3,NA,NA,6.3,13.1
"Paul Lake",2014,140,2014-05-20,3.5,NA,NA,5.5,8.7
"Paul Lake",2014,140,2014-05-20,4.5,NA,NA,4.7,1.6
"Paul Lake",2014,140,2014-05-20,5,NA,NA,4.7,1.3
"Paul Lake",2014,140,2014-05-20,5.5,NA,NA,4.7,1.2
"Paul Lake",2014,140,2014-05-20,6,NA,NA,4.7,1.2
"Paul Lake",2014,140,2014-05-20,6.5,NA,NA,4.6,1.1
"Paul Lake",2014,140,2014-05-20,7,NA,NA,4.6,1.1
"Paul Lake",2014,140,2014-05-20,8,NA,NA,4.6,1.1
"Tuesday Lake",2014,141,2014-05-21,0,NA,NA,13.9,9.7
"Tuesday Lake",2014,141,2014-05-21,0.25,NA,NA,NA,NA
"Tuesday Lake",2014,141,2014-05-21,0.5,NA,NA,13.8,9.6
"Tuesday Lake",2014,141,2014-05-21,0.75,NA,NA,NA,NA
"Tuesday Lake",2014,141,2014-05-21,1,NA,NA,13,9.4
"Tuesday Lake",2014,141,2014-05-21,1.5,NA,NA,11.1,8.8
"Tuesday Lake",2014,141,2014-05-21,2,NA,NA,7.5,4.7
"Tuesday Lake",2014,141,2014-05-21,2.5,NA,NA,5.7,4
"Tuesday Lake",2014,141,2014-05-21,3.5,NA,NA,4.5,3.4
"Tuesday Lake",2014,141,2014-05-21,4,NA,NA,4.3,3.2
"Tuesday Lake",2014,141,2014-05-21,4.5,NA,NA,4.1,3
"Tuesday Lake",2014,141,2014-05-21,5,NA,NA,4.1,2.7
"Tuesday Lake",2014,141,2014-05-21,5.5,NA,NA,4,2.2
"Tuesday Lake",2014,141,2014-05-21,6,NA,NA,4,1.5
"Tuesday Lake",2014,141,2014-05-21,6.5,NA,NA,3.9,1.3
"Tuesday Lake",2014,141,2014-05-21,7,NA,NA,3.9,1
"Tuesday Lake",2014,141,2014-05-21,8,NA,NA,3.9,1
"Tuesday Lake",2014,141,2014-05-21,9,NA,NA,3.9,1
"Peter Lake",2014,146,2014-05-26,0,NA,NA,21.9,8.7
"Peter Lake",2014,146,2014-05-26,0.25,NA,NA,NA,NA
"Peter Lake",2014,146,2014-05-26,0.75,NA,NA,NA,NA
"Peter Lake",2014,146,2014-05-26,1,NA,NA,19.5,9.4
"Peter Lake",2014,146,2014-05-26,1.5,NA,NA,15,12.2
"Peter Lake",2014,146,2014-05-26,2,NA,NA,10.9,14.1
"Peter Lake",2014,146,2014-05-26,2.5,NA,NA,8.4,14.4
"Peter Lake",2014,146,2014-05-26,3,NA,NA,6.6,13.2
"Peter Lake",2014,146,2014-05-26,3.5,NA,NA,5.7,10.9
"Peter Lake",2014,146,2014-05-26,4.5,NA,NA,4.4,2.2
"Peter Lake",2014,146,2014-05-26,5,NA,NA,4.4,1.6
"Peter Lake",2014,146,2014-05-26,5.5,NA,NA,4.3,1.5
"Peter Lake",2014,146,2014-05-26,6,NA,NA,4.3,1.4
"Peter Lake",2014,146,2014-05-26,6.5,NA,NA,4.3,1.3
"Peter Lake",2014,146,2014-05-26,7,NA,NA,4.2,1.2
"Peter Lake",2014,146,2014-05-26,8,NA,NA,4.2,1.1
"Peter Lake",2014,146,2014-05-26,9,NA,NA,4.2,1
"Peter Lake",2014,146,2014-05-26,10,NA,NA,4.2,1
"Peter Lake",2014,146,2014-05-26,11,NA,NA,4.2,1
"Paul Lake",2014,147,2014-05-27,0,NA,NA,20.6,9.1
"Paul Lake",2014,147,2014-05-27,0.25,NA,NA,NA,NA
"Paul Lake",2014,147,2014-05-27,0.75,NA,NA,NA,NA
"Paul Lake",2014,147,2014-05-27,1,NA,NA,19.7,9.4
"Paul Lake",2014,147,2014-05-27,1.5,NA,NA,15.5,12.1
"Paul Lake",2014,147,2014-05-27,2,NA,NA,12.7,12.9
"Paul Lake",2014,147,2014-05-27,2.5,NA,NA,10.2,14.3
"Paul Lake",2014,147,2014-05-27,3,NA,NA,8.1,14.4
"Paul Lake",2014,147,2014-05-27,3.5,NA,NA,6.9,14.6
"Paul Lake",2014,147,2014-05-27,4.5,NA,NA,5.4,5.8
"Paul Lake",2014,147,2014-05-27,5,NA,NA,4.9,1.5
"Paul Lake",2014,147,2014-05-27,5.5,NA,NA,4.9,1.3
"Paul Lake",2014,147,2014-05-27,6,NA,NA,4.9,1.3
"Paul Lake",2014,147,2014-05-27,6.5,NA,NA,4.8,1.2
"Paul Lake",2014,147,2014-05-27,7,NA,NA,4.8,1.2
"Paul Lake",2014,147,2014-05-27,8,NA,NA,4.7,1.2
"Tuesday Lake",2014,148,2014-05-28,0,NA,NA,20.4,8.9
"Tuesday Lake",2014,148,2014-05-28,0.25,NA,NA,NA,NA
"Tuesday Lake",2014,148,2014-05-28,0.75,NA,NA,NA,NA
"Tuesday Lake",2014,148,2014-05-28,1,NA,NA,17.4,11
"Tuesday Lake",2014,148,2014-05-28,1.5,NA,NA,13,13.8
"Tuesday Lake",2014,148,2014-05-28,2,NA,NA,9.1,6.5
"Tuesday Lake",2014,148,2014-05-28,2.5,NA,NA,6.4,4.5
"Tuesday Lake",2014,148,2014-05-28,3.5,NA,NA,4.7,3.6
"Tuesday Lake",2014,148,2014-05-28,4,NA,NA,4.3,3.2
"Tuesday Lake",2014,148,2014-05-28,4.5,NA,NA,4.3,2.8
"Tuesday Lake",2014,148,2014-05-28,5,NA,NA,4.1,2.5
"Tuesday Lake",2014,148,2014-05-28,5.5,NA,NA,4,2.1
"Tuesday Lake",2014,148,2014-05-28,6,NA,NA,3.9,1.6
"Tuesday Lake",2014,148,2014-05-28,6.5,NA,NA,3.9,1.1
"Tuesday Lake",2014,148,2014-05-28,7,NA,NA,3.9,1
"Tuesday Lake",2014,148,2014-05-28,8,NA,NA,3.9,0.9
"Tuesday Lake",2014,148,2014-05-28,9,NA,NA,3.9,0.9
"Peter Lake",2014,153,2014-06-02,0,NA,NA,22.1,8.9
"Peter Lake",2014,153,2014-06-02,0.25,NA,NA,NA,NA
"Peter Lake",2014,153,2014-06-02,0.75,NA,NA,NA,NA
"Peter Lake",2014,153,2014-06-02,1,NA,NA,22.2,7.9
"Peter Lake",2014,153,2014-06-02,1.5,NA,NA,19.1,10.6
"Peter Lake",2014,153,2014-06-02,2,NA,NA,14.1,13.1
"Peter Lake",2014,153,2014-06-02,2.5,NA,NA,10.8,14.1
"Peter Lake",2014,153,2014-06-02,3,NA,NA,8.3,13.9
"Peter Lake",2014,153,2014-06-02,3.5,NA,NA,6.6,13.8
"Peter Lake",2014,153,2014-06-02,4.5,NA,NA,4.9,4.7
"Peter Lake",2014,153,2014-06-02,5,NA,NA,4.5,1.8
"Peter Lake",2014,153,2014-06-02,5.5,NA,NA,4.4,1.4
"Peter Lake",2014,153,2014-06-02,6,NA,NA,4.4,1.3
"Peter Lake",2014,153,2014-06-02,6.5,NA,NA,4.4,1.3
"Peter Lake",2014,153,2014-06-02,7,NA,NA,4.4,1.2
"Peter Lake",2014,153,2014-06-02,8,NA,NA,4.2,1.1
"Peter Lake",2014,153,2014-06-02,9,NA,NA,4.2,1.1
"Peter Lake",2014,153,2014-06-02,10,NA,NA,4.2,1
"Peter Lake",2014,153,2014-06-02,11,NA,NA,4.2,1
"Paul Lake",2014,154,2014-06-03,0,NA,NA,20.4,7.9
"Paul Lake",2014,154,2014-06-03,0.25,NA,NA,NA,NA
"Paul Lake",2014,154,2014-06-03,0.75,NA,NA,NA,NA
"Paul Lake",2014,154,2014-06-03,1,NA,NA,20.6,7.9
"Paul Lake",2014,154,2014-06-03,1.5,NA,NA,20.5,8.7
"Paul Lake",2014,154,2014-06-03,2,NA,NA,16,12.6
"Paul Lake",2014,154,2014-06-03,2.5,NA,NA,12.6,14.1
"Paul Lake",2014,154,2014-06-03,3,NA,NA,10.3,14.6
"Paul Lake",2014,154,2014-06-03,3.5,NA,NA,8.4,14.7
"Paul Lake",2014,154,2014-06-03,4.5,NA,NA,6,12.8
"Paul Lake",2014,154,2014-06-03,5,NA,NA,5.6,5
"Paul Lake",2014,154,2014-06-03,5.5,NA,NA,5.1,1.3
"Paul Lake",2014,154,2014-06-03,6,NA,NA,5.1,1.1
"Paul Lake",2014,154,2014-06-03,6.5,NA,NA,5,1
"Paul Lake",2014,154,2014-06-03,7,NA,NA,4.9,0.9
"Paul Lake",2014,154,2014-06-03,8,NA,NA,4.7,0.9
"Tuesday Lake",2014,155,2014-06-04,0,NA,NA,20.8,9.4
"Tuesday Lake",2014,155,2014-06-04,0.25,NA,NA,NA,NA
"Tuesday Lake",2014,155,2014-06-04,0.75,NA,NA,NA,NA
"Tuesday Lake",2014,155,2014-06-04,1,NA,NA,19.4,9.4
"Tuesday Lake",2014,155,2014-06-04,1.5,NA,NA,16.6,13.2
"Tuesday Lake",2014,155,2014-06-04,2,NA,NA,10.4,11.5
"Tuesday Lake",2014,155,2014-06-04,2.5,NA,NA,7,5.5
"Tuesday Lake",2014,155,2014-06-04,3.5,NA,NA,4.8,3.3
"Tuesday Lake",2014,155,2014-06-04,4,NA,NA,4.5,3.1
"Tuesday Lake",2014,155,2014-06-04,4.5,NA,NA,4.2,2.6
"Tuesday Lake",2014,155,2014-06-04,5,NA,NA,4.1,2.1
"Tuesday Lake",2014,155,2014-06-04,5.5,NA,NA,4,1.3
"Tuesday Lake",2014,155,2014-06-04,6,NA,NA,3.9,1.1
"Tuesday Lake",2014,155,2014-06-04,6.5,NA,NA,3.9,1
"Tuesday Lake",2014,155,2014-06-04,7,NA,NA,3.9,1
"Tuesday Lake",2014,155,2014-06-04,8,NA,NA,3.9,1
"Tuesday Lake",2014,155,2014-06-04,9,NA,NA,3.9,0.9
"Peter Lake",2014,160,2014-06-09,0,NA,NA,19.5,8.4
"Peter Lake",2014,160,2014-06-09,0.25,NA,NA,NA,NA
"Peter Lake",2014,160,2014-06-09,0.75,NA,NA,NA,NA
"Peter Lake",2014,160,2014-06-09,1,NA,NA,19.7,8.2
"Peter Lake",2014,160,2014-06-09,1.5,NA,NA,19.6,8.3
"Peter Lake",2014,160,2014-06-09,2,NA,NA,15.9,12.1
"Peter Lake",2014,160,2014-06-09,2.5,NA,NA,12.1,13.2
"Peter Lake",2014,160,2014-06-09,3,NA,NA,9.5,13.7
"Peter Lake",2014,160,2014-06-09,3.5,NA,NA,8,13.5
"Peter Lake",2014,160,2014-06-09,4.5,NA,NA,5.2,5.2
"Peter Lake",2014,160,2014-06-09,5,NA,NA,4.6,1.1
"Peter Lake",2014,160,2014-06-09,5.5,NA,NA,4.6,1
"Peter Lake",2014,160,2014-06-09,6,NA,NA,4.5,0.9
"Peter Lake",2014,160,2014-06-09,6.5,NA,NA,4.5,0.9
"Peter Lake",2014,160,2014-06-09,7,NA,NA,4.5,0.8
"Peter Lake",2014,160,2014-06-09,8,NA,NA,4.4,0.8
"Peter Lake",2014,160,2014-06-09,9,NA,NA,4.3,0.8
"Peter Lake",2014,160,2014-06-09,10,NA,NA,4.2,0.8
"Peter Lake",2014,160,2014-06-09,11,NA,NA,4.2,0.8
"Paul Lake",2014,161,2014-06-10,0,NA,NA,19.5,8.7
"Paul Lake",2014,161,2014-06-10,0.25,NA,NA,NA,NA
"Paul Lake",2014,161,2014-06-10,0.75,NA,NA,NA,NA
"Paul Lake",2014,161,2014-06-10,1,NA,NA,19.1,8.3
"Paul Lake",2014,161,2014-06-10,1.5,NA,NA,19,8.2
"Paul Lake",2014,161,2014-06-10,2,NA,NA,18.2,11.1
"Paul Lake",2014,161,2014-06-10,2.5,NA,NA,15,13
"Paul Lake",2014,161,2014-06-10,3,NA,NA,11.8,13.6
"Paul Lake",2014,161,2014-06-10,3.5,NA,NA,9.7,14.2
"Paul Lake",2014,161,2014-06-10,4.5,NA,NA,6.8,13.9
"Paul Lake",2014,161,2014-06-10,5,NA,NA,6.2,11.2
"Paul Lake",2014,161,2014-06-10,5.5,NA,NA,5.5,1.5
"Paul Lake",2014,161,2014-06-10,6,NA,NA,5.2,1
"Paul Lake",2014,161,2014-06-10,6.5,NA,NA,5.2,0.9
"Paul Lake",2014,161,2014-06-10,7,NA,NA,5,0.9
"Paul Lake",2014,161,2014-06-10,8,NA,NA,4.8,0.9
"Tuesday Lake",2014,162,2014-06-11,0,NA,NA,20.5,10.5
"Tuesday Lake",2014,162,2014-06-11,0.25,NA,NA,NA,NA
"Tuesday Lake",2014,162,2014-06-11,0.75,NA,NA,NA,NA
"Tuesday Lake",2014,162,2014-06-11,1,NA,NA,19.5,9.6
"Tuesday Lake",2014,162,2014-06-11,1.5,NA,NA,17.1,14.8
"Tuesday Lake",2014,162,2014-06-11,2,NA,NA,12.1,11.3
"Tuesday Lake",2014,162,2014-06-11,2.5,NA,NA,8.2,3.8
"Tuesday Lake",2014,162,2014-06-11,3.5,NA,NA,5,2.8
"Tuesday Lake",2014,162,2014-06-11,4,NA,NA,4.5,2.4
"Tuesday Lake",2014,162,2014-06-11,4.5,NA,NA,4.1,1.6
"Tuesday Lake",2014,162,2014-06-11,5,NA,NA,4.1,1.3
"Tuesday Lake",2014,162,2014-06-11,5.5,NA,NA,4,1
"Tuesday Lake",2014,162,2014-06-11,6,NA,NA,4,0.9
"Tuesday Lake",2014,162,2014-06-11,6.5,NA,NA,4,0.9
"Tuesday Lake",2014,162,2014-06-11,7,NA,NA,3.9,0.9
"Tuesday Lake",2014,162,2014-06-11,8,NA,NA,3.9,0.9
"Tuesday Lake",2014,162,2014-06-11,9,NA,NA,4,0.9
"Peter Lake",2014,167,2014-06-16,0,NA,NA,NA,10.3
"Peter Lake",2014,167,2014-06-16,0.25,NA,NA,NA,NA
"Peter Lake",2014,167,2014-06-16,0.75,NA,NA,NA,NA
"Peter Lake",2014,167,2014-06-16,1,NA,NA,NA,10.4
"Peter Lake",2014,167,2014-06-16,1.5,NA,NA,NA,10.3
"Peter Lake",2014,167,2014-06-16,2,NA,NA,NA,12.2
"Peter Lake",2014,167,2014-06-16,2.5,NA,NA,NA,13.7
"Peter Lake",2014,167,2014-06-16,3,NA,NA,NA,13.9
"Peter Lake",2014,167,2014-06-16,3.5,NA,NA,NA,14.7
"Peter Lake",2014,167,2014-06-16,4.5,NA,NA,NA,11.3
"Peter Lake",2014,167,2014-06-16,5,NA,NA,NA,1.9
"Peter Lake",2014,167,2014-06-16,5.5,NA,NA,NA,1.4
"Peter Lake",2014,167,2014-06-16,6,NA,NA,NA,1.2
"Peter Lake",2014,167,2014-06-16,6.5,NA,NA,NA,1.2
"Peter Lake",2014,167,2014-06-16,7,NA,NA,NA,1.1
"Peter Lake",2014,167,2014-06-16,8,NA,NA,NA,1
"Peter Lake",2014,167,2014-06-16,9,NA,NA,NA,1
"Peter Lake",2014,167,2014-06-16,10,NA,NA,NA,0.9
"Peter Lake",2014,167,2014-06-16,11,NA,NA,NA,0.9
"Paul Lake",2014,168,2014-06-17,0,NA,NA,21,8.7
"Paul Lake",2014,168,2014-06-17,0.25,NA,NA,NA,NA
"Paul Lake",2014,168,2014-06-17,0.75,NA,NA,NA,NA
"Paul Lake",2014,168,2014-06-17,1,NA,NA,20,9
"Paul Lake",2014,168,2014-06-17,1.5,NA,NA,19.6,8.9
"Paul Lake",2014,168,2014-06-17,2,NA,NA,18.3,9.2
"Paul Lake",2014,168,2014-06-17,2.5,NA,NA,17.8,11.1
"Paul Lake",2014,168,2014-06-17,3,NA,NA,13.3,13.2
"Paul Lake",2014,168,2014-06-17,3.5,NA,NA,10.6,13.5
"Paul Lake",2014,168,2014-06-17,4.5,NA,NA,7.9,13.8
"Paul Lake",2014,168,2014-06-17,5,NA,NA,6.9,13.7
"Paul Lake",2014,168,2014-06-17,5.5,NA,NA,6,3.2
"Paul Lake",2014,168,2014-06-17,6,NA,NA,5.5,1.4
"Paul Lake",2014,168,2014-06-17,6.5,NA,NA,5.4,1
"Paul Lake",2014,168,2014-06-17,7,NA,NA,5.1,1
"Paul Lake",2014,168,2014-06-17,8,NA,NA,4.8,0.9
"Paul Lake",2014,168,2014-06-17,10,NA,NA,4.8,0.9
"Paul Lake",2014,168,2014-06-17,11,NA,NA,5,0.8
"Tuesday Lake",2014,169,2014-06-18,0,NA,NA,22.3,8.5
"Tuesday Lake",2014,169,2014-06-18,0.25,NA,NA,NA,NA
"Tuesday Lake",2014,169,2014-06-18,0.75,NA,NA,NA,NA
"Tuesday Lake",2014,169,2014-06-18,1,NA,NA,19.6,9.5
"Tuesday Lake",2014,169,2014-06-18,1.5,NA,NA,17.4,9.6
"Tuesday Lake",2014,169,2014-06-18,2,NA,NA,13.8,10.9
"Tuesday Lake",2014,169,2014-06-18,2.5,NA,NA,9.5,5
"Tuesday Lake",2014,169,2014-06-18,3.5,NA,NA,5.2,1.9
"Tuesday Lake",2014,169,2014-06-18,4,NA,NA,4.7,1.6
"Tuesday Lake",2014,169,2014-06-18,4.5,NA,NA,4.2,0.8
"Tuesday Lake",2014,169,2014-06-18,5,NA,NA,4.1,0.7
"Tuesday Lake",2014,169,2014-06-18,5.5,NA,NA,4.1,0.7
"Tuesday Lake",2014,169,2014-06-18,6,NA,NA,4.1,0.6
"Tuesday Lake",2014,169,2014-06-18,6.5,NA,NA,4.1,0.6
"Tuesday Lake",2014,169,2014-06-18,7,NA,NA,4,0.6
"Tuesday Lake",2014,169,2014-06-18,8,NA,NA,4,0.6
"Tuesday Lake",2014,169,2014-06-18,9,NA,NA,4,0.6
"Peter Lake",2014,174,2014-06-23,0,NA,NA,22.4,8.9
"Peter Lake",2014,174,2014-06-23,0.25,NA,NA,NA,NA
"Peter Lake",2014,174,2014-06-23,0.75,NA,NA,NA,NA
"Peter Lake",2014,174,2014-06-23,1,NA,NA,21.4,8.5
"Peter Lake",2014,174,2014-06-23,1.5,NA,NA,20.5,8.6
"Peter Lake",2014,174,2014-06-23,2,NA,NA,14.7,13.6
"Peter Lake",2014,174,2014-06-23,2.5,NA,NA,14.4,14.1
"Peter Lake",2014,174,2014-06-23,3,NA,NA,11.4,14
"Peter Lake",2014,174,2014-06-23,3.5,NA,NA,11.3,14.5
"Peter Lake",2014,174,2014-06-23,4,NA,NA,7,14
"Peter Lake",2014,174,2014-06-23,4.5,NA,NA,6,7.7
"Peter Lake",2014,174,2014-06-23,5,NA,NA,5.1,1.8
"Peter Lake",2014,174,2014-06-23,5.5,NA,NA,4.8,1.4
"Peter Lake",2014,174,2014-06-23,6,NA,NA,4.8,1.1
"Peter Lake",2014,174,2014-06-23,6.5,NA,NA,4.8,1
"Peter Lake",2014,174,2014-06-23,7,NA,NA,4.7,1
"Peter Lake",2014,174,2014-06-23,8,NA,NA,4.5,1
"Peter Lake",2014,174,2014-06-23,9,NA,NA,4.3,0.9
"Peter Lake",2014,174,2014-06-23,10,NA,NA,4.3,0.9
"Peter Lake",2014,174,2014-06-23,11,NA,NA,4.3,0.9
"Peter Lake",2014,174,2014-06-23,12,NA,NA,4.3,0.9
"Paul Lake",2014,175,2014-06-24,0,NA,NA,23.6,8.7
"Paul Lake",2014,175,2014-06-24,0.25,NA,NA,NA,NA
"Paul Lake",2014,175,2014-06-24,0.75,NA,NA,NA,NA
"Paul Lake",2014,175,2014-06-24,1,NA,NA,22.8,7.9
"Paul Lake",2014,175,2014-06-24,1.5,NA,NA,21.6,8.1
"Paul Lake",2014,175,2014-06-24,2,NA,NA,20.1,8.5
"Paul Lake",2014,175,2014-06-24,2.5,NA,NA,18.7,9.7
"Paul Lake",2014,175,2014-06-24,3,NA,NA,14.6,12.7
"Paul Lake",2014,175,2014-06-24,3.5,NA,NA,12.5,12.9
"Paul Lake",2014,175,2014-06-24,4.5,NA,NA,8.4,12.1
"Paul Lake",2014,175,2014-06-24,5,NA,NA,7.1,11.1
"Paul Lake",2014,175,2014-06-24,5.5,NA,NA,6.3,4
"Paul Lake",2014,175,2014-06-24,6,NA,NA,5.9,1.2
