"lakename","year4","daynum","sampledate","depth","tn_ug","tp_ug","temperature_C","dissolvedOxygen"
"Paul Lake",2014,175,2014-06-24,6.5,NA,NA,5.5,1
"Paul Lake",2014,175,2014-06-24,7,NA,NA,5.3,1
"Paul Lake",2014,175,2014-06-24,8,NA,NA,5.1,0.9
"Tuesday Lake",2014,176,2014-06-25,0,NA,NA,18,10.2
"Tuesday Lake",2014,176,2014-06-25,0.25,NA,NA,NA,NA
"Tuesday Lake",2014,176,2014-06-25,0.75,NA,NA,NA,NA
"Tuesday Lake",2014,176,2014-06-25,1,NA,NA,21.8,7.9
"Tuesday Lake",2014,176,2014-06-25,1.5,NA,NA,19.3,9.1
"Tuesday Lake",2014,176,2014-06-25,2,NA,NA,14.9,12.7
"Tuesday Lake",2014,176,2014-06-25,2.5,NA,NA,11.1,8.1
"Tuesday Lake",2014,176,2014-06-25,3,NA,NA,7.6,3.6
"Tuesday Lake",2014,176,2014-06-25,3.5,NA,NA,5.5,2.1
"Tuesday Lake",2014,176,2014-06-25,4,NA,NA,4.7,1.7
"Tuesday Lake",2014,176,2014-06-25,4.5,NA,NA,4.3,1.2
"Tuesday Lake",2014,176,2014-06-25,5,NA,NA,4.3,1.1
"Tuesday Lake",2014,176,2014-06-25,5.5,NA,NA,4.3,1
"Tuesday Lake",2014,176,2014-06-25,6,NA,NA,4.2,1
"Tuesday Lake",2014,176,2014-06-25,6.5,NA,NA,4.2,0.9
"Tuesday Lake",2014,176,2014-06-25,7,NA,NA,4.2,0.9
"Tuesday Lake",2014,176,2014-06-25,8,NA,NA,4.1,0.9
"Tuesday Lake",2014,176,2014-06-25,9,NA,NA,4,0.8
"Peter Lake",2014,181,2014-06-30,0,NA,NA,23.8,8.5
"Peter Lake",2014,181,2014-06-30,0.25,NA,NA,NA,NA
"Peter Lake",2014,181,2014-06-30,0.75,NA,NA,NA,NA
"Peter Lake",2014,181,2014-06-30,1,NA,NA,23.7,7.4
"Peter Lake",2014,181,2014-06-30,1.5,NA,NA,23.3,7.4
"Peter Lake",2014,181,2014-06-30,2,NA,NA,20.6,9.5
"Peter Lake",2014,181,2014-06-30,2.5,NA,NA,16.3,13.4
"Peter Lake",2014,181,2014-06-30,3,NA,NA,12.8,13.8
"Peter Lake",2014,181,2014-06-30,3.5,NA,NA,10.1,13.3
"Peter Lake",2014,181,2014-06-30,4.5,NA,NA,6.1,11.8
"Peter Lake",2014,181,2014-06-30,5,NA,NA,5.3,1.8
"Peter Lake",2014,181,2014-06-30,5.5,NA,NA,4.9,0.9
"Peter Lake",2014,181,2014-06-30,6,NA,NA,4.8,0.7
"Peter Lake",2014,181,2014-06-30,6.5,NA,NA,4.8,0.7
"Peter Lake",2014,181,2014-06-30,7,NA,NA,4.7,0.6
"Peter Lake",2014,181,2014-06-30,8,NA,NA,4.5,0.6
"Peter Lake",2014,181,2014-06-30,9,NA,NA,4.3,0.6
"Peter Lake",2014,181,2014-06-30,10,NA,NA,4.2,0.6
"Peter Lake",2014,181,2014-06-30,11,NA,NA,4.2,0.6
"Paul Lake",2014,182,2014-07-01,0,NA,NA,23,7.8
"Paul Lake",2014,182,2014-07-01,0.25,NA,NA,NA,NA
"Paul Lake",2014,182,2014-07-01,0.75,NA,NA,NA,NA
"Paul Lake",2014,182,2014-07-01,1,NA,NA,23,7.3
"Paul Lake",2014,182,2014-07-01,1.5,NA,NA,22.9,7.3
"Paul Lake",2014,182,2014-07-01,2,NA,NA,22.1,7.2
"Paul Lake",2014,182,2014-07-01,2.5,NA,NA,19.4,10
"Paul Lake",2014,182,2014-07-01,3,NA,NA,16.4,12.2
"Paul Lake",2014,182,2014-07-01,3.5,NA,NA,13.4,12.5
"Paul Lake",2014,182,2014-07-01,4.5,NA,NA,9.1,12.2
"Paul Lake",2014,182,2014-07-01,5,NA,NA,7.8,11.4
"Paul Lake",2014,182,2014-07-01,5.5,NA,NA,6.6,3.4
"Paul Lake",2014,182,2014-07-01,6,NA,NA,6,0.9
"Paul Lake",2014,182,2014-07-01,6.5,NA,NA,5.7,0.8
"Paul Lake",2014,182,2014-07-01,7,NA,NA,5.3,0.7
"Paul Lake",2014,182,2014-07-01,8,NA,NA,5,0.7
"Paul Lake",2014,182,2014-07-01,10,NA,NA,4.9,0.6
"Tuesday Lake",2014,183,2014-07-02,0,NA,NA,21.2,7.7
"Tuesday Lake",2014,183,2014-07-02,0.25,NA,NA,NA,NA
"Tuesday Lake",2014,183,2014-07-02,0.75,NA,NA,NA,NA
"Tuesday Lake",2014,183,2014-07-02,1,NA,NA,21.3,7.3
"Tuesday Lake",2014,183,2014-07-02,1.5,NA,NA,21.2,7.5
"Tuesday Lake",2014,183,2014-07-02,2,NA,NA,16,13.2
"Tuesday Lake",2014,183,2014-07-02,2.5,NA,NA,12.5,11
"Tuesday Lake",2014,183,2014-07-02,3.5,NA,NA,6,2.1
"Tuesday Lake",2014,183,2014-07-02,4,NA,NA,5.2,1.3
"Tuesday Lake",2014,183,2014-07-02,4.5,NA,NA,4.8,1.2
"Tuesday Lake",2014,183,2014-07-02,5,NA,NA,4.3,1.1
"Tuesday Lake",2014,183,2014-07-02,5.5,NA,NA,4.2,1.1
"Tuesday Lake",2014,183,2014-07-02,6,NA,NA,4.2,0.9
"Tuesday Lake",2014,183,2014-07-02,6.5,NA,NA,4.2,0.9
"Tuesday Lake",2014,183,2014-07-02,7,NA,NA,4.1,0.8
"Tuesday Lake",2014,183,2014-07-02,8,NA,NA,4,0.8
"Tuesday Lake",2014,183,2014-07-02,9,NA,NA,4,0.8
"Tuesday Lake",2014,183,2014-07-02,11,NA,NA,4,0.7
"Tuesday Lake",2014,183,2014-07-02,12,NA,NA,4,0.7
"Peter Lake",2014,188,2014-07-07,0,NA,NA,22.4,8
"Peter Lake",2014,188,2014-07-07,0.25,NA,NA,NA,NA
"Peter Lake",2014,188,2014-07-07,0.75,NA,NA,NA,NA
"Peter Lake",2014,188,2014-07-07,1,NA,NA,22.7,7.8
"Peter Lake",2014,188,2014-07-07,1.5,NA,NA,22.7,7.6
"Peter Lake",2014,188,2014-07-07,2,NA,NA,21.3,7.6
"Peter Lake",2014,188,2014-07-07,2.5,NA,NA,18.1,12
"Peter Lake",2014,188,2014-07-07,3,NA,NA,14.1,13.8
"Peter Lake",2014,188,2014-07-07,3.5,NA,NA,10.9,14
"Peter Lake",2014,188,2014-07-07,4.5,NA,NA,6.8,13.2
"Peter Lake",2014,188,2014-07-07,5,NA,NA,5.6,2.5
"Peter Lake",2014,188,2014-07-07,5.5,NA,NA,5.1,1
"Peter Lake",2014,188,2014-07-07,6,NA,NA,5,0.8
"Peter Lake",2014,188,2014-07-07,6.5,NA,NA,4.9,0.7
"Peter Lake",2014,188,2014-07-07,7,NA,NA,4.8,0.7
"Peter Lake",2014,188,2014-07-07,8,NA,NA,4.5,0.7
"Peter Lake",2014,188,2014-07-07,9,NA,NA,4.3,0.6
"Peter Lake",2014,188,2014-07-07,10,NA,NA,4.3,0.6
"Peter Lake",2014,188,2014-07-07,11,NA,NA,4.3,0.6
"Paul Lake",2014,189,2014-07-08,0,NA,NA,22.8,7.4
"Paul Lake",2014,189,2014-07-08,0.25,NA,NA,NA,NA
"Paul Lake",2014,189,2014-07-08,0.75,NA,NA,NA,NA
"Paul Lake",2014,189,2014-07-08,1,NA,NA,22.8,7.2
"Paul Lake",2014,189,2014-07-08,1.5,NA,NA,22.8,6.9
"Paul Lake",2014,189,2014-07-08,2,NA,NA,22.7,7
"Paul Lake",2014,189,2014-07-08,2.5,NA,NA,20.9,7.8
"Paul Lake",2014,189,2014-07-08,3,NA,NA,17.9,11.6
"Paul Lake",2014,189,2014-07-08,3.5,NA,NA,14.7,11.2
"Paul Lake",2014,189,2014-07-08,4.5,NA,NA,9.5,12.1
"Paul Lake",2014,189,2014-07-08,5,NA,NA,8,10.6
"Paul Lake",2014,189,2014-07-08,5.5,NA,NA,7.2,4.5
"Paul Lake",2014,189,2014-07-08,6,NA,NA,6.4,0.8
"Paul Lake",2014,189,2014-07-08,6.5,NA,NA,6,0.7
"Paul Lake",2014,189,2014-07-08,7,NA,NA,5.5,0.7
"Paul Lake",2014,189,2014-07-08,8,NA,NA,5.1,0.6
"Tuesday Lake",2014,190,2014-07-09,0,NA,NA,20.8,8.3
"Tuesday Lake",2014,190,2014-07-09,0.25,NA,NA,NA,NA
"Tuesday Lake",2014,190,2014-07-09,0.75,NA,NA,NA,NA
"Tuesday Lake",2014,190,2014-07-09,1,NA,NA,20.7,7.4
"Tuesday Lake",2014,190,2014-07-09,1.5,NA,NA,20.7,703
"Tuesday Lake",2014,190,2014-07-09,2,NA,NA,17.9,9.4
"Tuesday Lake",2014,190,2014-07-09,2.5,NA,NA,12.8,7.3
"Tuesday Lake",2014,190,2014-07-09,3.5,NA,NA,6.8,1.2
"Tuesday Lake",2014,190,2014-07-09,4,NA,NA,5.6,1
"Tuesday Lake",2014,190,2014-07-09,4.5,NA,NA,4.8,0.9
"Tuesday Lake",2014,190,2014-07-09,5,NA,NA,4.3,0.8
"Tuesday Lake",2014,190,2014-07-09,5.5,NA,NA,4.2,0.8
"Tuesday Lake",2014,190,2014-07-09,6,NA,NA,4.2,0.7
"Tuesday Lake",2014,190,2014-07-09,6.5,NA,NA,4.2,0.7
"Tuesday Lake",2014,190,2014-07-09,7,NA,NA,4.2,0.7
"Tuesday Lake",2014,190,2014-07-09,8,NA,NA,4.1,0.7
"Tuesday Lake",2014,190,2014-07-09,9,NA,NA,4,0.7
"Peter Lake",2014,195,2014-07-14,0,NA,NA,21.8,8.1
"Peter Lake",2014,195,2014-07-14,0.25,NA,NA,NA,NA
"Peter Lake",2014,195,2014-07-14,0.75,NA,NA,NA,NA
"Peter Lake",2014,195,2014-07-14,1,NA,NA,21.8,8
"Peter Lake",2014,195,2014-07-14,1.5,NA,NA,21.7,7.8
"Peter Lake",2014,195,2014-07-14,2,NA,NA,21.4,7.1
"Peter Lake",2014,195,2014-07-14,2.5,NA,NA,18.5,11.9
"Peter Lake",2014,195,2014-07-14,3,NA,NA,15,13.1
"Peter Lake",2014,195,2014-07-14,3.5,NA,NA,11.5,14.1
"Peter Lake",2014,195,2014-07-14,4.5,NA,NA,7,13.2
"Peter Lake",2014,195,2014-07-14,5,NA,NA,5.9,1.7
"Peter Lake",2014,195,2014-07-14,5.5,NA,NA,5.3,0.8
"Peter Lake",2014,195,2014-07-14,6,NA,NA,5.1,0.8
"Peter Lake",2014,195,2014-07-14,6.5,NA,NA,4.9,0.7
"Peter Lake",2014,195,2014-07-14,7,NA,NA,4.8,0.7
"Peter Lake",2014,195,2014-07-14,8,NA,NA,4.6,0.7
"Peter Lake",2014,195,2014-07-14,9,NA,NA,4.3,0.6
"Peter Lake",2014,195,2014-07-14,10,NA,NA,4.3,0.6
"Peter Lake",2014,195,2014-07-14,11,NA,NA,4.3,0.6
"Paul Lake",2014,196,2014-07-15,0,NA,NA,20.2,8.4
"Paul Lake",2014,196,2014-07-15,0.25,NA,NA,NA,NA
"Paul Lake",2014,196,2014-07-15,0.75,NA,NA,NA,NA
"Paul Lake",2014,196,2014-07-15,1,NA,NA,20.2,7.8
"Paul Lake",2014,196,2014-07-15,1.5,NA,NA,20.2,7.9
"Paul Lake",2014,196,2014-07-15,2,NA,NA,20.2,7.9
"Paul Lake",2014,196,2014-07-15,2.5,NA,NA,20.2,7.9
"Paul Lake",2014,196,2014-07-15,3,NA,NA,19.5,10.5
"Paul Lake",2014,196,2014-07-15,3.5,NA,NA,15.6,12.1
"Paul Lake",2014,196,2014-07-15,4.5,NA,NA,10.3,13.3
"Paul Lake",2014,196,2014-07-15,5,NA,NA,8.5,12.6
"Paul Lake",2014,196,2014-07-15,5.5,NA,NA,7.5,4.3
"Paul Lake",2014,196,2014-07-15,6,NA,NA,6.5,1.1
"Paul Lake",2014,196,2014-07-15,6.5,NA,NA,6,0.8
"Paul Lake",2014,196,2014-07-15,7,NA,NA,5.6,0.8
"Paul Lake",2014,196,2014-07-15,8,NA,NA,5.2,0.8
"Tuesday Lake",2014,197,2014-07-16,0,NA,NA,19.5,8.7
"Tuesday Lake",2014,197,2014-07-16,0.25,NA,NA,NA,NA
"Tuesday Lake",2014,197,2014-07-16,0.75,NA,NA,NA,NA
"Tuesday Lake",2014,197,2014-07-16,1,NA,NA,19.6,8.5
"Tuesday Lake",2014,197,2014-07-16,1.5,NA,NA,19.4,8.4
"Tuesday Lake",2014,197,2014-07-16,2,NA,NA,19.1,8.5
"Tuesday Lake",2014,197,2014-07-16,2.5,NA,NA,13.6,7.2
"Tuesday Lake",2014,197,2014-07-16,3.5,NA,NA,7.3,1.4
"Tuesday Lake",2014,197,2014-07-16,4,NA,NA,5.8,1.1
"Tuesday Lake",2014,197,2014-07-16,4.5,NA,NA,4.8,1
"Tuesday Lake",2014,197,2014-07-16,5,NA,NA,4.5,1
"Tuesday Lake",2014,197,2014-07-16,5.5,NA,NA,4.3,0.8
"Tuesday Lake",2014,197,2014-07-16,6,NA,NA,4.2,0.8
"Tuesday Lake",2014,197,2014-07-16,6.5,NA,NA,4.2,0.7
"Tuesday Lake",2014,197,2014-07-16,7,NA,NA,4.2,0.7
"Tuesday Lake",2014,197,2014-07-16,8,NA,NA,4.1,0.7
"Tuesday Lake",2014,197,2014-07-16,9,NA,NA,4,0.7
"Peter Lake",2014,202,2014-07-21,0,NA,NA,23.3,7.5
"Peter Lake",2014,202,2014-07-21,0.25,NA,NA,NA,NA
"Peter Lake",2014,202,2014-07-21,0.75,NA,NA,NA,NA
"Peter Lake",2014,202,2014-07-21,1,NA,NA,22.8,7.4
"Peter Lake",2014,202,2014-07-21,1.5,NA,NA,22.3,7.4
"Peter Lake",2014,202,2014-07-21,2,NA,NA,20.9,7.3
"Peter Lake",2014,202,2014-07-21,2.5,NA,NA,18.8,8.6
"Peter Lake",2014,202,2014-07-21,3,NA,NA,15.5,11.7
"Peter Lake",2014,202,2014-07-21,3.5,NA,NA,12.2,13
"Peter Lake",2014,202,2014-07-21,4.5,NA,NA,7.3,11.9
"Peter Lake",2014,202,2014-07-21,5,NA,NA,6.2,2.1
"Peter Lake",2014,202,2014-07-21,5.5,NA,NA,5.7,1.1
"Peter Lake",2014,202,2014-07-21,6,NA,NA,5.3,0.9
"Peter Lake",2014,202,2014-07-21,6.5,NA,NA,5,0.7
"Peter Lake",2014,202,2014-07-21,7,NA,NA,4.8,0.7
"Peter Lake",2014,202,2014-07-21,8,NA,NA,4.5,0.7
"Peter Lake",2014,202,2014-07-21,9,NA,NA,4.4,0.7
"Peter Lake",2014,202,2014-07-21,10,NA,NA,4.3,0.6
"Peter Lake",2014,202,2014-07-21,11,NA,NA,4.3,0.6
"Paul Lake",2014,203,2014-07-22,0,NA,NA,24.6,7.2
"Paul Lake",2014,203,2014-07-22,0.25,NA,NA,NA,NA
"Paul Lake",2014,203,2014-07-22,0.75,NA,NA,NA,NA
"Paul Lake",2014,203,2014-07-22,1,NA,NA,24.2,6.9
"Paul Lake",2014,203,2014-07-22,1.5,NA,NA,22.8,7.4
"Paul Lake",2014,203,2014-07-22,2,NA,NA,21.9,7.3
"Paul Lake",2014,203,2014-07-22,2.5,NA,NA,20.7,7.2
"Paul Lake",2014,203,2014-07-22,3,NA,NA,19.7,7.9
"Paul Lake",2014,203,2014-07-22,3.5,NA,NA,16.8,11.2
"Paul Lake",2014,203,2014-07-22,4.5,NA,NA,11,12.6
"Paul Lake",2014,203,2014-07-22,5,NA,NA,9.3,11.8
"Paul Lake",2014,203,2014-07-22,5.5,NA,NA,7.7,4.5
"Paul Lake",2014,203,2014-07-22,6,NA,NA,6.5,0.9
"Paul Lake",2014,203,2014-07-22,6.5,NA,NA,5.9,0.7
"Paul Lake",2014,203,2014-07-22,7,NA,NA,5.5,0.6
"Paul Lake",2014,203,2014-07-22,8,NA,NA,5.1,0.6
"Tuesday Lake",2014,204,2014-07-23,0,NA,NA,22.9,8.3
"Tuesday Lake",2014,204,2014-07-23,0.25,NA,NA,NA,NA
"Tuesday Lake",2014,204,2014-07-23,0.75,NA,NA,NA,NA
"Tuesday Lake",2014,204,2014-07-23,1,NA,NA,22.5,7.6
"Tuesday Lake",2014,204,2014-07-23,1.5,NA,NA,21,7.6
"Tuesday Lake",2014,204,2014-07-23,2,NA,NA,18,7.3
"Tuesday Lake",2014,204,2014-07-23,2.5,NA,NA,14.1,5.8
"Tuesday Lake",2014,204,2014-07-23,3.5,NA,NA,7.5,0.9
"Tuesday Lake",2014,204,2014-07-23,4,NA,NA,6,0.9
"Tuesday Lake",2014,204,2014-07-23,4.5,NA,NA,5,0.9
"Tuesday Lake",2014,204,2014-07-23,5,NA,NA,4.6,0.8
"Tuesday Lake",2014,204,2014-07-23,5.5,NA,NA,4.4,0.8
"Tuesday Lake",2014,204,2014-07-23,6,NA,NA,4.3,0.8
"Tuesday Lake",2014,204,2014-07-23,6.5,NA,NA,4.2,0.8
"Tuesday Lake",2014,204,2014-07-23,7,NA,NA,4.2,0.7
"Tuesday Lake",2014,204,2014-07-23,8,NA,NA,4,0.7
"Tuesday Lake",2014,204,2014-07-23,9,NA,NA,4.1,0.7
"Peter Lake",2014,209,2014-07-28,0,NA,NA,21.8,7.8
"Peter Lake",2014,209,2014-07-28,0.25,NA,NA,NA,NA
"Peter Lake",2014,209,2014-07-28,0.75,NA,NA,NA,NA
"Peter Lake",2014,209,2014-07-28,1,NA,NA,21.6,7.5
"Peter Lake",2014,209,2014-07-28,1.5,NA,NA,21.5,7.4
"Peter Lake",2014,209,2014-07-28,2,NA,NA,21.4,7.1
"Peter Lake",2014,209,2014-07-28,2.5,NA,NA,15.5,11.5
"Peter Lake",2014,209,2014-07-28,3,NA,NA,12.6,12.4
"Peter Lake",2014,209,2014-07-28,3.5,NA,NA,11.6,12.7
"Peter Lake",2014,209,2014-07-28,4.5,NA,NA,7.7,11.3
"Peter Lake",2014,209,2014-07-28,5,NA,NA,6.5,4.4
"Peter Lake",2014,209,2014-07-28,5.5,NA,NA,5.9,1.2
"Peter Lake",2014,209,2014-07-28,6,NA,NA,5.4,1
"Peter Lake",2014,209,2014-07-28,6.5,NA,NA,5.1,0.9
"Peter Lake",2014,209,2014-07-28,7,NA,NA,5,0.8
"Peter Lake",2014,209,2014-07-28,8,NA,NA,4.6,0.8
"Peter Lake",2014,209,2014-07-28,9,NA,NA,4.4,0.8
"Peter Lake",2014,209,2014-07-28,10,NA,NA,4.4,0.8
"Peter Lake",2014,209,2014-07-28,11,NA,NA,4.4,0.8
"Paul Lake",2014,210,2014-07-29,0,NA,NA,21.6,7.6
"Paul Lake",2014,210,2014-07-29,0.25,NA,NA,NA,NA
"Paul Lake",2014,210,2014-07-29,0.75,NA,NA,NA,NA
"Paul Lake",2014,210,2014-07-29,1,NA,NA,21.4,7.4
"Paul Lake",2014,210,2014-07-29,1.5,NA,NA,21.3,7.4
"Paul Lake",2014,210,2014-07-29,2,NA,NA,21.3,7.4
"Paul Lake",2014,210,2014-07-29,2.5,NA,NA,21.3,7.2
"Paul Lake",2014,210,2014-07-29,3,NA,NA,20.9,7.4
"Paul Lake",2014,210,2014-07-29,3.5,NA,NA,17.6,11.2
"Paul Lake",2014,210,2014-07-29,4.5,NA,NA,11.3,12.5
"Paul Lake",2014,210,2014-07-29,5,NA,NA,9.6,12.2
"Paul Lake",2014,210,2014-07-29,5.5,NA,NA,8.2,6.1
"Paul Lake",2014,210,2014-07-29,6,NA,NA,7.1,1.5
"Paul Lake",2014,210,2014-07-29,6.5,NA,NA,6.6,1.2
"Paul Lake",2014,210,2014-07-29,7,NA,NA,6.1,1.1
"Paul Lake",2014,210,2014-07-29,8,NA,NA,5.3,1.1
"Tuesday Lake",2014,211,2014-07-30,0,NA,NA,21.8,7.8
"Tuesday Lake",2014,211,2014-07-30,0.25,NA,NA,NA,NA
"Tuesday Lake",2014,211,2014-07-30,0.75,NA,NA,NA,NA
"Tuesday Lake",2014,211,2014-07-30,1,NA,NA,21.2,7.5
"Tuesday Lake",2014,211,2014-07-30,1.5,NA,NA,21.1,7.4
"Tuesday Lake",2014,211,2014-07-30,2,NA,NA,18.5,7.6
"Tuesday Lake",2014,211,2014-07-30,2.5,NA,NA,14.4,6.8
"Tuesday Lake",2014,211,2014-07-30,3.5,NA,NA,7.5,0.9
"Tuesday Lake",2014,211,2014-07-30,4,NA,NA,5.9,0.8
"Tuesday Lake",2014,211,2014-07-30,4.5,NA,NA,5,0.8
"Tuesday Lake",2014,211,2014-07-30,5,NA,NA,4.6,0.7
"Tuesday Lake",2014,211,2014-07-30,5.5,NA,NA,4.4,0.7
"Tuesday Lake",2014,211,2014-07-30,6,NA,NA,4.3,0.7
"Tuesday Lake",2014,211,2014-07-30,6.5,NA,NA,4.2,0.6
"Tuesday Lake",2014,211,2014-07-30,7,NA,NA,4.2,0.6
"Tuesday Lake",2014,211,2014-07-30,8,NA,NA,4.1,0.6
"Tuesday Lake",2014,211,2014-07-30,9,NA,NA,4.1,0.6
"Peter Lake",2014,216,2014-08-04,0,NA,NA,23.3,9.5
"Peter Lake",2014,216,2014-08-04,0.25,NA,NA,NA,NA
"Peter Lake",2014,216,2014-08-04,0.75,NA,NA,NA,NA
"Peter Lake",2014,216,2014-08-04,1,NA,NA,23.1,7.9
"Peter Lake",2014,216,2014-08-04,1.5,NA,NA,22.9,7.8
"Peter Lake",2014,216,2014-08-04,2,NA,NA,21.7,7.2
"Peter Lake",2014,216,2014-08-04,2.5,NA,NA,20,7.8
"Peter Lake",2014,216,2014-08-04,3,NA,NA,16.5,11.5
"Peter Lake",2014,216,2014-08-04,3.5,NA,NA,13,12.2
"Peter Lake",2014,216,2014-08-04,4.5,NA,NA,8.3,12
"Peter Lake",2014,216,2014-08-04,5,NA,NA,6.9,4.1
"Peter Lake",2014,216,2014-08-04,5.5,NA,NA,6,1.2
"Peter Lake",2014,216,2014-08-04,6,NA,NA,5.5,1
"Peter Lake",2014,216,2014-08-04,6.5,NA,NA,5.1,1
"Peter Lake",2014,216,2014-08-04,7,NA,NA,4.9,0.9
"Peter Lake",2014,216,2014-08-04,8,NA,NA,4.6,0.9
"Peter Lake",2014,216,2014-08-04,9,NA,NA,4.4,0.9
"Peter Lake",2014,216,2014-08-04,10,NA,NA,4.4,0.9
"Peter Lake",2014,216,2014-08-04,11,NA,NA,4.4,0.8
"Paul Lake",2014,217,2014-08-05,0,NA,NA,22.9,7
"Paul Lake",2014,217,2014-08-05,0.25,NA,NA,NA,NA
"Paul Lake",2014,217,2014-08-05,0.75,NA,NA,NA,NA
"Paul Lake",2014,217,2014-08-05,1,NA,NA,22.5,6.9
"Paul Lake",2014,217,2014-08-05,1.5,NA,NA,22.4,6.9
"Paul Lake",2014,217,2014-08-05,2,NA,NA,22.3,6.6
"Paul Lake",2014,217,2014-08-05,2.5,NA,NA,22.1,6.4
"Paul Lake",2014,217,2014-08-05,3,NA,NA,20.8,7.5
"Paul Lake",2014,217,2014-08-05,3.5,NA,NA,18.2,10.1
"Paul Lake",2014,217,2014-08-05,4.5,NA,NA,12.5,11.6
"Paul Lake",2014,217,2014-08-05,5,NA,NA,10.2,11.1
"Paul Lake",2014,217,2014-08-05,5.5,NA,NA,8.6,5
"Paul Lake",2014,217,2014-08-05,6,NA,NA,7.5,1.2
"Paul Lake",2014,217,2014-08-05,6.5,NA,NA,7,1
"Paul Lake",2014,217,2014-08-05,7,NA,NA,6,0.8
"Paul Lake",2014,217,2014-08-05,8,NA,NA,5.5,0.8
"Tuesday Lake",2014,218,2014-08-06,0,NA,NA,22.7,7.7
"Tuesday Lake",2014,218,2014-08-06,0.25,NA,NA,NA,NA
"Tuesday Lake",2014,218,2014-08-06,0.75,NA,NA,NA,NA
"Tuesday Lake",2014,218,2014-08-06,1,NA,NA,23.3,7.6
"Tuesday Lake",2014,218,2014-08-06,1.5,NA,NA,21.1,7
"Tuesday Lake",2014,218,2014-08-06,2,NA,NA,18.8,6.4
"Tuesday Lake",2014,218,2014-08-06,2.5,NA,NA,14.7,4.7
"Tuesday Lake",2014,218,2014-08-06,3.5,NA,NA,8.3,1
"Tuesday Lake",2014,218,2014-08-06,4,NA,NA,6.3,1
"Tuesday Lake",2014,218,2014-08-06,4.5,NA,NA,5.2,1
"Tuesday Lake",2014,218,2014-08-06,5,NA,NA,4.8,0.9
"Tuesday Lake",2014,218,2014-08-06,5.5,NA,NA,4.5,0.9
"Tuesday Lake",2014,218,2014-08-06,6,NA,NA,4.3,0.9
"Tuesday Lake",2014,218,2014-08-06,6.5,NA,NA,4.3,0.8
"Tuesday Lake",2014,218,2014-08-06,7,NA,NA,4.2,0.8
"Tuesday Lake",2014,218,2014-08-06,8,NA,NA,4.2,0.8
"Tuesday Lake",2014,218,2014-08-06,9,NA,NA,4.1,0.7
"Peter Lake",2014,223,2014-08-11,0,NA,NA,23.9,8.1
"Peter Lake",2014,223,2014-08-11,0.25,NA,NA,NA,NA
"Peter Lake",2014,223,2014-08-11,0.75,NA,NA,NA,NA
"Peter Lake",2014,223,2014-08-11,1,NA,NA,23.9,7.2
"Peter Lake",2014,223,2014-08-11,1.5,NA,NA,24,7.5
"Peter Lake",2014,223,2014-08-11,2,NA,NA,22.9,7.4
"Peter Lake",2014,223,2014-08-11,2.5,NA,NA,20.4,7.8
"Peter Lake",2014,223,2014-08-11,3,NA,NA,16.6,11.1
"Peter Lake",2014,223,2014-08-11,3.5,NA,NA,13.2,12.1
"Peter Lake",2014,223,2014-08-11,4.5,NA,NA,8.6,11.8
"Peter Lake",2014,223,2014-08-11,5,NA,NA,7,2.7
"Peter Lake",2014,223,2014-08-11,5.5,NA,NA,6.2,1.2
"Peter Lake",2014,223,2014-08-11,6,NA,NA,5.6,0.9
"Peter Lake",2014,223,2014-08-11,6.5,NA,NA,5.3,0.8
"Peter Lake",2014,223,2014-08-11,7,NA,NA,5,0.8
"Peter Lake",2014,223,2014-08-11,8,NA,NA,4.6,0.8
"Peter Lake",2014,223,2014-08-11,9,NA,NA,4.5,0.8
"Peter Lake",2014,223,2014-08-11,10,NA,NA,4.4,0.8
"Peter Lake",2014,223,2014-08-11,11,NA,NA,4.4,0.7
"Paul Lake",2014,224,2014-08-12,0,NA,NA,21.8,7.2
"Paul Lake",2014,224,2014-08-12,0.25,NA,NA,NA,NA
"Paul Lake",2014,224,2014-08-12,0.75,NA,NA,NA,NA
"Paul Lake",2014,224,2014-08-12,1,NA,NA,21.9,7
"Paul Lake",2014,224,2014-08-12,1.5,NA,NA,21.9,6.9
"Paul Lake",2014,224,2014-08-12,2,NA,NA,21.9,6.9
"Paul Lake",2014,224,2014-08-12,2.5,NA,NA,21.8,6.7
"Paul Lake",2014,224,2014-08-12,3,NA,NA,21.6,6.8
"Paul Lake",2014,224,2014-08-12,3.5,NA,NA,19.4,10.1
"Paul Lake",2014,224,2014-08-12,4.5,NA,NA,12.4,10.9
"Paul Lake",2014,224,2014-08-12,5,NA,NA,10.4,9.5
"Paul Lake",2014,224,2014-08-12,5.5,NA,NA,9,4
"Paul Lake",2014,224,2014-08-12,6,NA,NA,7.8,1.2
"Paul Lake",2014,224,2014-08-12,6.5,NA,NA,7,0.9
"Paul Lake",2014,224,2014-08-12,7,NA,NA,6.4,0.8
"Paul Lake",2014,224,2014-08-12,8,NA,NA,5.4,0.7
"Paul Lake",2014,224,2014-08-12,10,NA,NA,5.1,0.7
"Paul Lake",2014,224,2014-08-12,11,NA,NA,5.1,0.6
"Paul Lake",2014,224,2014-08-12,12,NA,NA,5.1,0.6
"Tuesday Lake",2014,225,2014-08-13,0,NA,NA,21.7,8
"Tuesday Lake",2014,225,2014-08-13,0.25,NA,NA,NA,NA
"Tuesday Lake",2014,225,2014-08-13,0.75,NA,NA,NA,NA
