"lakename","year4","daynum","sampledate","depth","tn_ug","tp_ug","nh34","no23","po4","temperature_C","dissolvedOxygen","irradianceWater","irradianceDeck"
"Paul Lake",2009,209,2009-07-28,6,NA,NA,NA,NA,NA,7.6,0.5,2.39,233
"Paul Lake",2009,209,2009-07-28,6.5,NA,NA,NA,NA,NA,6.9,0.2,0.711,167
"Paul Lake",2009,209,2009-07-28,7,NA,NA,NA,NA,NA,6.3,0.2,NA,NA
"Paul Lake",2009,209,2009-07-28,8,NA,NA,NA,NA,NA,5.6,0.2,NA,NA
"Paul Lake",2009,209,2009-07-28,9,NA,NA,NA,NA,NA,5.2,0.2,NA,NA
"Paul Lake",2009,209,2009-07-28,10,NA,NA,NA,NA,NA,5.1,0.1,NA,NA
"Paul Lake",2009,209,2009-07-28,11,NA,NA,NA,NA,NA,5.1,0.1,NA,NA
"Paul Lake",2009,209,2009-07-28,12,NA,NA,NA,NA,NA,5.1,0.1,NA,NA
"Peter Lake",2009,215,2009-08-03,0,NA,NA,NA,NA,NA,20.3,8.1,385,449
"Peter Lake",2009,215,2009-08-03,0.25,NA,NA,NA,NA,NA,NA,NA,312,458
"Peter Lake",2009,215,2009-08-03,0.5,NA,NA,NA,NA,NA,20.2,8.2,246,466
"Peter Lake",2009,215,2009-08-03,0.75,NA,NA,NA,NA,NA,NA,NA,216,478
"Peter Lake",2009,215,2009-08-03,1,NA,NA,NA,NA,NA,20.2,8.2,169,491
"Peter Lake",2009,215,2009-08-03,1.5,NA,NA,NA,NA,NA,20.2,8,133,496
"Peter Lake",2009,215,2009-08-03,2,NA,NA,NA,NA,NA,20.2,8.1,99,511
"Peter Lake",2009,215,2009-08-03,2.5,NA,NA,NA,NA,NA,20.1,8.1,78,523
"Peter Lake",2009,215,2009-08-03,3,NA,NA,NA,NA,NA,20,8.3,61.7,527
"Peter Lake",2009,215,2009-08-03,3.5,NA,NA,NA,NA,NA,19.5,7.9,52.7,526
"Peter Lake",2009,215,2009-08-03,4,NA,NA,NA,NA,NA,16.6,8.2,38.3,524
"Peter Lake",2009,215,2009-08-03,4.5,NA,NA,NA,NA,NA,13.6,5.3,27.1,523
"Peter Lake",2009,215,2009-08-03,5,NA,NA,NA,NA,NA,11.3,3.5,19,522
"Peter Lake",2009,215,2009-08-03,5.5,NA,NA,NA,NA,NA,9.3,1.4,13.6,522
"Peter Lake",2009,215,2009-08-03,6,NA,NA,NA,NA,NA,7.7,1.1,10.7,532
"Peter Lake",2009,215,2009-08-03,6.5,NA,NA,NA,NA,NA,7.1,1.1,9.34,620
"Peter Lake",2009,215,2009-08-03,7,NA,NA,NA,NA,NA,6.2,0.8,8.31,806
"Peter Lake",2009,215,2009-08-03,7.5,NA,NA,NA,NA,NA,NA,NA,3.63,521
"Peter Lake",2009,215,2009-08-03,8,NA,NA,NA,NA,NA,5.4,0.2,NA,NA
"Peter Lake",2009,215,2009-08-03,9,NA,NA,NA,NA,NA,5,0.1,NA,NA
"Peter Lake",2009,215,2009-08-03,10,NA,NA,NA,NA,NA,4.7,0.1,NA,NA
"Peter Lake",2009,215,2009-08-03,11,NA,NA,NA,NA,NA,4.7,0.1,NA,NA
"Peter Lake",2009,215,2009-08-03,12,NA,NA,NA,NA,NA,4.6,0.1,NA,NA
"Paul Lake",2009,216,2009-08-04,0,NA,NA,NA,NA,NA,20.2,7.8,717,672
"Paul Lake",2009,216,2009-08-04,0.25,NA,NA,NA,NA,NA,NA,NA,674,675
"Paul Lake",2009,216,2009-08-04,0.5,NA,NA,NA,NA,NA,20.4,7.8,513,715
"Paul Lake",2009,216,2009-08-04,0.75,NA,NA,NA,NA,NA,NA,NA,415,693
"Paul Lake",2009,216,2009-08-04,1,NA,NA,NA,NA,NA,20.4,7.6,232,712
"Paul Lake",2009,216,2009-08-04,1.5,NA,NA,NA,NA,NA,20.3,7.5,204,679
"Paul Lake",2009,216,2009-08-04,2,NA,NA,NA,NA,NA,20.3,7.5,135,689
"Paul Lake",2009,216,2009-08-04,2.5,NA,NA,NA,NA,NA,20.1,7.5,94.1,691
"Paul Lake",2009,216,2009-08-04,3,NA,NA,NA,NA,NA,19.7,7.4,68.9,694
"Paul Lake",2009,216,2009-08-04,3.5,NA,NA,NA,NA,NA,18.3,8.1,46.4,697
"Paul Lake",2009,216,2009-08-04,4,NA,NA,NA,NA,NA,15.5,10.7,32.4,699
"Paul Lake",2009,216,2009-08-04,4.5,NA,NA,NA,NA,NA,13.1,11,24.5,697
"Paul Lake",2009,216,2009-08-04,5,NA,NA,NA,NA,NA,10.5,8.5,17,711
"Paul Lake",2009,216,2009-08-04,5.5,NA,NA,NA,NA,NA,9,2.2,11.3,729
"Paul Lake",2009,216,2009-08-04,6,NA,NA,NA,NA,NA,7.9,0.2,6.41,760
"Paul Lake",2009,216,2009-08-04,6.5,NA,NA,NA,NA,NA,7,0.1,NA,NA
"Paul Lake",2009,216,2009-08-04,7,NA,NA,NA,NA,NA,6.4,0.1,NA,NA
"Paul Lake",2009,216,2009-08-04,8,NA,NA,NA,NA,NA,5.6,0.1,NA,NA
"Paul Lake",2009,216,2009-08-04,9,NA,NA,NA,NA,NA,5.2,0.1,NA,NA
"Paul Lake",2009,216,2009-08-04,10,NA,NA,NA,NA,NA,5.1,0.1,NA,NA
"Paul Lake",2009,216,2009-08-04,11,NA,NA,NA,NA,NA,5.1,0.1,NA,NA
"Paul Lake",2009,216,2009-08-04,12,NA,NA,NA,NA,NA,5.1,0.1,NA,NA
"Peter Lake",2009,222,2009-08-10,0,NA,NA,NA,NA,NA,21.6,7.8,718,777
"Peter Lake",2009,222,2009-08-10,0.25,NA,NA,NA,NA,NA,NA,NA,594,809
"Peter Lake",2009,222,2009-08-10,0.5,NA,NA,NA,NA,NA,21.6,7.8,501,805
"Peter Lake",2009,222,2009-08-10,0.75,NA,NA,NA,NA,NA,NA,NA,411,785
"Peter Lake",2009,222,2009-08-10,1,NA,NA,NA,NA,NA,21.5,7.7,330,814
"Peter Lake",2009,222,2009-08-10,1.5,NA,NA,NA,NA,NA,21.2,7.7,245,808
"Peter Lake",2009,222,2009-08-10,2,NA,NA,NA,NA,NA,21,7.5,155,797
"Peter Lake",2009,222,2009-08-10,2.5,NA,NA,NA,NA,NA,20.8,7.6,111,801
"Peter Lake",2009,222,2009-08-10,3,NA,NA,NA,NA,NA,20.6,7.6,87.5,802
"Peter Lake",2009,222,2009-08-10,3.5,NA,NA,NA,NA,NA,19.8,7.2,66.8,801
"Peter Lake",2009,222,2009-08-10,4,NA,NA,NA,NA,NA,17.3,7.4,44.8,806
"Peter Lake",2009,222,2009-08-10,4.5,NA,NA,NA,NA,NA,14.3,4.7,30.9,808
"Peter Lake",2009,222,2009-08-10,5,NA,NA,NA,NA,NA,11.8,2.7,21.8,814
"Peter Lake",2009,222,2009-08-10,5.5,NA,NA,NA,NA,NA,9.7,1,15.3,809
"Peter Lake",2009,222,2009-08-10,6,NA,NA,NA,NA,NA,8.1,1,10.8,819
"Peter Lake",2009,222,2009-08-10,6.5,NA,NA,NA,NA,NA,7.1,1,8.17,827
"Peter Lake",2009,222,2009-08-10,7,NA,NA,NA,NA,NA,6.3,0.7,5.77,844
"Peter Lake",2009,222,2009-08-10,8,NA,NA,NA,NA,NA,5.5,0.1,NA,NA
"Peter Lake",2009,222,2009-08-10,9,NA,NA,NA,NA,NA,5.1,0.1,NA,NA
"Peter Lake",2009,222,2009-08-10,10,NA,NA,NA,NA,NA,4.8,0.1,NA,NA
"Peter Lake",2009,222,2009-08-10,11,NA,NA,NA,NA,NA,4.7,0.1,NA,NA
"Peter Lake",2009,222,2009-08-10,12,NA,NA,NA,NA,NA,4.6,0.1,NA,NA
"Paul Lake",2009,223,2009-08-11,0,NA,NA,NA,NA,NA,21.5,7.5,682,811
"Paul Lake",2009,223,2009-08-11,0.25,NA,NA,NA,NA,NA,NA,NA,580,816
"Paul Lake",2009,223,2009-08-11,0.5,NA,NA,NA,NA,NA,21.5,7.5,450,808
"Paul Lake",2009,223,2009-08-11,0.75,NA,NA,NA,NA,NA,NA,NA,370,804
"Paul Lake",2009,223,2009-08-11,1,NA,NA,NA,NA,NA,21.5,7.5,270,764
"Paul Lake",2009,223,2009-08-11,1.5,NA,NA,NA,NA,NA,21.3,7.2,196,769
"Paul Lake",2009,223,2009-08-11,2,NA,NA,NA,NA,NA,21.3,7.2,143,768
"Paul Lake",2009,223,2009-08-11,2.5,NA,NA,NA,NA,NA,20.8,7.3,111,769
"Paul Lake",2009,223,2009-08-11,3,NA,NA,NA,NA,NA,20.3,7,60.1,777
"Paul Lake",2009,223,2009-08-11,3.5,NA,NA,NA,NA,NA,18.6,7.8,43.4,778
"Paul Lake",2009,223,2009-08-11,4,NA,NA,NA,NA,NA,16.5,9.1,30.7,785
"Paul Lake",2009,223,2009-08-11,4.5,NA,NA,NA,NA,NA,13.5,9.5,22.2,786
"Paul Lake",2009,223,2009-08-11,5,NA,NA,NA,NA,NA,11.5,9,18.2,784
"Paul Lake",2009,223,2009-08-11,5.5,NA,NA,NA,NA,NA,9.2,3,11.9,784
"Paul Lake",2009,223,2009-08-11,6,NA,NA,NA,NA,NA,8.3,0.5,7.51,790
"Paul Lake",2009,223,2009-08-11,6.5,NA,NA,NA,NA,NA,7.3,0.1,3.33,788
"Paul Lake",2009,223,2009-08-11,7,NA,NA,NA,NA,NA,6.5,0.1,NA,NA
"Paul Lake",2009,223,2009-08-11,8,NA,NA,NA,NA,NA,5.7,0.1,NA,NA
"Paul Lake",2009,223,2009-08-11,9,NA,NA,NA,NA,NA,5.3,0.1,NA,NA
"Paul Lake",2009,223,2009-08-11,10,NA,NA,NA,NA,NA,5.2,0.1,NA,NA
"Paul Lake",2009,223,2009-08-11,11,NA,NA,NA,NA,NA,5.2,0.1,NA,NA
"Paul Lake",2009,223,2009-08-11,12,NA,NA,NA,NA,NA,5.2,0.1,NA,NA
"Peter Lake",2009,229,2009-08-17,0,NA,NA,NA,NA,NA,23.2,7.6,899.5,1068
"Peter Lake",2009,229,2009-08-17,0.25,NA,NA,NA,NA,NA,NA,NA,656.6,1058
"Peter Lake",2009,229,2009-08-17,0.5,NA,NA,NA,NA,NA,23.2,7.6,614.5,1055
"Peter Lake",2009,229,2009-08-17,0.75,NA,NA,NA,NA,NA,NA,NA,495.6,978.6
"Peter Lake",2009,229,2009-08-17,1,NA,NA,NA,NA,NA,23.2,7.6,380.2,954
"Peter Lake",2009,229,2009-08-17,1.5,NA,NA,NA,NA,NA,23.1,7.5,215.3,756
"Peter Lake",2009,229,2009-08-17,2,NA,NA,NA,NA,NA,23.1,7.4,211,980.2
"Peter Lake",2009,229,2009-08-17,2.5,NA,NA,NA,NA,NA,23,7.6,153.6,977.6
"Peter Lake",2009,229,2009-08-17,3,NA,NA,NA,NA,NA,21.7,7.4,121.2,1034
"Peter Lake",2009,229,2009-08-17,3.5,NA,NA,NA,NA,NA,20.4,7,78.96,922.1
"Peter Lake",2009,229,2009-08-17,4,NA,NA,NA,NA,NA,18.2,6.7,45.55,778.6
"Peter Lake",2009,229,2009-08-17,4.5,NA,NA,NA,NA,NA,15.3,5.6,31.85,731
"Peter Lake",2009,229,2009-08-17,5,NA,NA,NA,NA,NA,12.9,3.2,29.55,1038
"Peter Lake",2009,229,2009-08-17,5.5,NA,NA,NA,NA,NA,10.3,1.2,20.35,1002
"Peter Lake",2009,229,2009-08-17,6,NA,NA,NA,NA,NA,8.9,1,16.35,1022
"Peter Lake",2009,229,2009-08-17,6.5,NA,NA,NA,NA,NA,7.5,0.8,10.53,1051
"Peter Lake",2009,229,2009-08-17,7,NA,NA,NA,NA,NA,6.7,0.8,7.77,1087
"Peter Lake",2009,229,2009-08-17,8,NA,NA,NA,NA,NA,5.7,0.2,NA,NA
"Peter Lake",2009,229,2009-08-17,9,NA,NA,NA,NA,NA,5.1,0.1,NA,NA
"Peter Lake",2009,229,2009-08-17,10,NA,NA,NA,NA,NA,4.8,0.1,NA,NA
"Peter Lake",2009,229,2009-08-17,11,NA,NA,NA,NA,NA,4.6,0.1,NA,NA
"Peter Lake",2009,229,2009-08-17,12,NA,NA,NA,NA,NA,4.6,0.1,NA,NA
"Paul Lake",2009,230,2009-08-18,0,NA,NA,NA,NA,NA,22.8,6.8,722,890
"Paul Lake",2009,230,2009-08-18,0.25,NA,NA,NA,NA,NA,NA,NA,540,859
"Paul Lake",2009,230,2009-08-18,0.5,NA,NA,NA,NA,NA,22.9,6.7,422,863
"Paul Lake",2009,230,2009-08-18,0.75,NA,NA,NA,NA,NA,NA,NA,341,883
"Paul Lake",2009,230,2009-08-18,1,NA,NA,NA,NA,NA,22.9,6.9,254,889
"Paul Lake",2009,230,2009-08-18,1.5,NA,NA,NA,NA,NA,22.9,6.9,181,889
"Paul Lake",2009,230,2009-08-18,2,NA,NA,NA,NA,NA,22.8,6.8,122,889
"Paul Lake",2009,230,2009-08-18,2.5,NA,NA,NA,NA,NA,22.6,6.4,85.1,887
"Paul Lake",2009,230,2009-08-18,3,NA,NA,NA,NA,NA,21,6.3,59.1,895
"Paul Lake",2009,230,2009-08-18,3.5,NA,NA,NA,NA,NA,19.5,6.9,41,882
"Paul Lake",2009,230,2009-08-18,4,NA,NA,NA,NA,NA,16.7,7.7,27.5,851
"Paul Lake",2009,230,2009-08-18,4.5,NA,NA,NA,NA,NA,14,8,19.2,881
"Paul Lake",2009,230,2009-08-18,5,NA,NA,NA,NA,NA,11.2,6.2,12.7,881
"Paul Lake",2009,230,2009-08-18,5.5,NA,NA,NA,NA,NA,9.9,3,9.24,887
"Paul Lake",2009,230,2009-08-18,6,NA,NA,NA,NA,NA,8.4,0.5,5.61,876
"Paul Lake",2009,230,2009-08-18,6.5,NA,NA,NA,NA,NA,7.4,0.2,NA,NA
"Paul Lake",2009,230,2009-08-18,7,NA,NA,NA,NA,NA,6.7,0.2,NA,NA
"Paul Lake",2009,230,2009-08-18,8,NA,NA,NA,NA,NA,6,0.2,NA,NA
"Paul Lake",2009,230,2009-08-18,9,NA,NA,NA,NA,NA,5.4,0.1,NA,NA
"Paul Lake",2009,230,2009-08-18,10,NA,NA,NA,NA,NA,5.3,0.1,NA,NA
"Paul Lake",2009,230,2009-08-18,11,NA,NA,NA,NA,NA,5.2,0.1,NA,NA
"Paul Lake",2009,230,2009-08-18,12,NA,NA,NA,NA,NA,5.2,0.1,NA,NA
"Peter Lake",2009,236,2009-08-24,0,NA,NA,NA,NA,NA,19.9,8,NA,NA
"Peter Lake",2009,236,2009-08-24,0.5,NA,NA,NA,NA,NA,19.9,8,NA,NA
"Peter Lake",2009,236,2009-08-24,1,NA,NA,NA,NA,NA,19.9,7.9,NA,NA
"Peter Lake",2009,236,2009-08-24,1.5,NA,NA,NA,NA,NA,19.9,7.9,NA,NA
"Peter Lake",2009,236,2009-08-24,2,NA,NA,NA,NA,NA,19.8,7.8,NA,NA
"Peter Lake",2009,236,2009-08-24,2.5,NA,NA,NA,NA,NA,19.7,7.8,NA,NA
"Peter Lake",2009,236,2009-08-24,3,NA,NA,NA,NA,NA,19.6,7.6,NA,NA
"Peter Lake",2009,236,2009-08-24,3.5,NA,NA,NA,NA,NA,19.4,7.6,NA,NA
"Peter Lake",2009,236,2009-08-24,4,NA,NA,NA,NA,NA,18.9,7.3,NA,NA
"Peter Lake",2009,236,2009-08-24,4.5,NA,NA,NA,NA,NA,15.6,4.2,NA,NA
"Peter Lake",2009,236,2009-08-24,5,NA,NA,NA,NA,NA,12.9,2.4,NA,NA
"Peter Lake",2009,236,2009-08-24,5.5,NA,NA,NA,NA,NA,10.5,1.1,NA,NA
"Peter Lake",2009,236,2009-08-24,6,NA,NA,NA,NA,NA,8.5,1,NA,NA
"Peter Lake",2009,236,2009-08-24,6.5,NA,NA,NA,NA,NA,7.3,0.9,NA,NA
"Peter Lake",2009,236,2009-08-24,7,NA,NA,NA,NA,NA,6.5,0.7,NA,NA
"Peter Lake",2009,236,2009-08-24,8,NA,NA,NA,NA,NA,5.5,0.3,NA,NA
"Peter Lake",2009,236,2009-08-24,9,NA,NA,NA,NA,NA,5.1,0.2,NA,NA
"Peter Lake",2009,236,2009-08-24,10,NA,NA,NA,NA,NA,4.8,0.2,NA,NA
"Peter Lake",2009,236,2009-08-24,11,NA,NA,NA,NA,NA,4.7,0.2,NA,NA
"Peter Lake",2009,236,2009-08-24,12,NA,NA,NA,NA,NA,4.6,0.2,NA,NA
"Paul Lake",2009,238,2009-08-26,0,NA,NA,NA,NA,NA,19.8,8.1,793,1000
"Paul Lake",2009,238,2009-08-26,0.25,NA,NA,NA,NA,NA,NA,NA,675,962
"Paul Lake",2009,238,2009-08-26,0.5,NA,NA,NA,NA,NA,19.6,8.1,477,937
"Paul Lake",2009,238,2009-08-26,0.75,NA,NA,NA,NA,NA,NA,NA,414,957
"Paul Lake",2009,238,2009-08-26,1,NA,NA,NA,NA,NA,19.6,7.9,294,947
"Paul Lake",2009,238,2009-08-26,1.5,NA,NA,NA,NA,NA,19.5,7.9,199,948
"Paul Lake",2009,238,2009-08-26,2,NA,NA,NA,NA,NA,19.4,7.8,133,953
"Paul Lake",2009,238,2009-08-26,2.5,NA,NA,NA,NA,NA,19.3,7.7,91.7,955
"Paul Lake",2009,238,2009-08-26,3,NA,NA,NA,NA,NA,19.2,7.7,64.4,955
"Paul Lake",2009,238,2009-08-26,3.5,NA,NA,NA,NA,NA,18.6,7.5,44.2,962
"Paul Lake",2009,238,2009-08-26,4,NA,NA,NA,NA,NA,17,7.2,29.9,962
"Paul Lake",2009,238,2009-08-26,4.5,NA,NA,NA,NA,NA,14,6.2,20,961
"Paul Lake",2009,238,2009-08-26,5,NA,NA,NA,NA,NA,11.7,4.6,13.8,966
"Paul Lake",2009,238,2009-08-26,5.5,NA,NA,NA,NA,NA,9.8,2.1,9.63,969
"Paul Lake",2009,238,2009-08-26,6,NA,NA,NA,NA,NA,8.7,0.8,6.45,966
"Paul Lake",2009,238,2009-08-26,6.5,NA,NA,NA,NA,NA,7.8,0.3,NA,NA
"Paul Lake",2009,238,2009-08-26,7,NA,NA,NA,NA,NA,6.8,0.2,NA,NA
"Paul Lake",2009,238,2009-08-26,8,NA,NA,NA,NA,NA,5.6,0.2,NA,NA
"Paul Lake",2009,238,2009-08-26,9,NA,NA,NA,NA,NA,5.4,0.2,NA,NA
"Paul Lake",2009,238,2009-08-26,10,NA,NA,NA,NA,NA,5.2,0.2,NA,NA
"Paul Lake",2009,238,2009-08-26,11,NA,NA,NA,NA,NA,5.2,0.2,NA,NA
"Paul Lake",2009,238,2009-08-26,12,NA,NA,NA,NA,NA,5.2,0.2,NA,NA
"Peter Lake",2009,55,2009-02-24,0,NA,NA,NA,NA,NA,NA,NA,771,873
"Peter Lake",2009,55,2009-02-24,0.25,NA,NA,NA,NA,NA,NA,NA,644,910
"Peter Lake",2009,55,2009-02-24,0.5,NA,NA,NA,NA,NA,NA,NA,486,926
"Peter Lake",2009,55,2009-02-24,0.75,NA,NA,NA,NA,NA,NA,NA,414,918
"Peter Lake",2009,55,2009-02-24,1,NA,NA,NA,NA,NA,NA,NA,303,913
"Peter Lake",2009,55,2009-02-24,1.5,NA,NA,NA,NA,NA,NA,NA,219,912
"Peter Lake",2009,55,2009-02-24,2,NA,NA,NA,NA,NA,NA,NA,153,912
"Peter Lake",2009,55,2009-02-24,2.5,NA,NA,NA,NA,NA,NA,NA,109,916
"Peter Lake",2009,55,2009-02-24,3,NA,NA,NA,NA,NA,NA,NA,78.9,922
"Peter Lake",2009,55,2009-02-24,3.5,NA,NA,NA,NA,NA,NA,NA,57.6,929
"Peter Lake",2009,55,2009-02-24,4,NA,NA,NA,NA,NA,NA,NA,40.1,923
"Peter Lake",2009,55,2009-02-24,4.5,NA,NA,NA,NA,NA,NA,NA,27.3,925
"Peter Lake",2009,55,2009-02-24,5,NA,NA,NA,NA,NA,NA,NA,18.8,917
"Peter Lake",2009,55,2009-02-24,5.5,NA,NA,NA,NA,NA,NA,NA,13.3,922
"Peter Lake",2009,55,2009-02-24,6,NA,NA,NA,NA,NA,NA,NA,9.06,909
