"lakename","year4","daynum","sampledate","depth","tn_ug","tp_ug","nh34","no23","po4","temperature_C","dissolvedOxygen","irradianceWater","irradianceDeck"
"East Long Lake",1994,248,1994-09-05,4.5,NA,NA,NA,NA,NA,9.1,0.7,NA,NA
"East Long Lake",1994,248,1994-09-05,5,NA,NA,NA,NA,NA,8.5,0.7,NA,NA
"East Long Lake",1994,248,1994-09-05,5.5,NA,NA,NA,NA,NA,7.6,0.7,NA,NA
"East Long Lake",1994,248,1994-09-05,6,NA,NA,NA,NA,NA,6.8,0.6,NA,NA
"East Long Lake",1994,248,1994-09-05,6.5,NA,NA,NA,NA,NA,6.2,0.6,NA,NA
"East Long Lake",1994,248,1994-09-05,7,NA,NA,NA,NA,NA,6,0.6,NA,NA
"East Long Lake",1994,248,1994-09-05,8,NA,NA,NA,NA,NA,5.6,0.5,NA,NA
"East Long Lake",1994,248,1994-09-05,9,NA,NA,NA,NA,NA,5.4,0.5,NA,NA
"East Long Lake",1994,248,1994-09-05,10,NA,NA,NA,NA,NA,5.2,0.5,NA,NA
"East Long Lake",1994,248,1994-09-05,11,NA,NA,NA,NA,NA,5.2,0.5,NA,NA
"West Long Lake",1994,248,1994-09-05,0.25,NA,NA,NA,NA,NA,NA,NA,54,61
"West Long Lake",1994,248,1994-09-05,0.5,NA,NA,NA,NA,NA,16.7,8.9,39,62
"West Long Lake",1994,248,1994-09-05,0.75,NA,NA,NA,NA,NA,NA,NA,30.3,65
"West Long Lake",1994,248,1994-09-05,1,NA,NA,NA,NA,NA,16.7,8.7,22.8,67
"West Long Lake",1994,248,1994-09-05,1.5,NA,NA,NA,NA,NA,16.7,8.7,14.1,68
"West Long Lake",1994,248,1994-09-05,2,NA,NA,NA,NA,NA,16.7,8.6,8.6,69
"West Long Lake",1994,248,1994-09-05,2.5,NA,NA,NA,NA,NA,16.7,8.6,5.7,71
"West Long Lake",1994,248,1994-09-05,3.5,NA,NA,NA,NA,NA,16.7,8.2,2.7,82
"West Long Lake",1994,248,1994-09-05,4,NA,NA,NA,NA,NA,16.6,8,1.8,88
"West Long Lake",1994,248,1994-09-05,4.5,NA,NA,NA,NA,NA,15.2,1.3,1.1,87
"West Long Lake",1994,248,1994-09-05,5,NA,NA,NA,NA,NA,12.5,1,0.7,81
"West Long Lake",1994,248,1994-09-05,5.5,NA,NA,NA,NA,NA,10.5,0.9,0.4,81
"West Long Lake",1994,248,1994-09-05,6,NA,NA,NA,NA,NA,8.8,0.7,NA,NA
"West Long Lake",1994,248,1994-09-05,6.5,NA,NA,NA,NA,NA,7.7,0.7,NA,NA
"West Long Lake",1994,248,1994-09-05,7,NA,NA,NA,NA,NA,6.9,0.6,NA,NA
"West Long Lake",1994,248,1994-09-05,8,NA,NA,NA,NA,NA,6.6,0.6,NA,NA
"West Long Lake",1994,248,1994-09-05,9,NA,NA,NA,NA,NA,6.5,0.6,NA,NA
"West Long Lake",1994,248,1994-09-05,10,NA,NA,NA,NA,NA,6.4,0.5,NA,NA
"West Long Lake",1994,248,1994-09-05,11,NA,NA,NA,NA,NA,6.4,0.5,NA,NA
"Paul Lake",1994,249,1994-09-06,0.25,NA,NA,NA,NA,NA,NA,NA,186,227
"Paul Lake",1994,249,1994-09-06,0.5,NA,NA,NA,NA,NA,16.7,7.6,137,224
"Paul Lake",1994,249,1994-09-06,0.75,NA,NA,NA,NA,NA,NA,NA,105,219
"Paul Lake",1994,249,1994-09-06,1,NA,NA,NA,NA,NA,16.7,7.5,78,207
"Paul Lake",1994,249,1994-09-06,2,NA,NA,NA,NA,NA,16.7,7.3,32,191
"Paul Lake",1994,249,1994-09-06,2.5,NA,NA,NA,NA,NA,16.6,7.3,23,197
"Paul Lake",1994,249,1994-09-06,3,NA,NA,NA,NA,NA,16.7,7.4,17,200
"Paul Lake",1994,249,1994-09-06,3.5,NA,NA,NA,NA,NA,16.6,7.4,12.4,187
"Paul Lake",1994,249,1994-09-06,4.5,NA,NA,NA,NA,NA,15.7,5.6,6.2,183
"Paul Lake",1994,249,1994-09-06,5,NA,NA,NA,NA,NA,13.3,1,4,185
"Paul Lake",1994,249,1994-09-06,5.5,NA,NA,NA,NA,NA,11.1,0.9,2.4,180
"Paul Lake",1994,249,1994-09-06,6,NA,NA,NA,NA,NA,9.1,0.6,0.6,149
"Paul Lake",1994,249,1994-09-06,6.5,NA,NA,NA,NA,NA,8,0.5,NA,NA
"Paul Lake",1994,249,1994-09-06,7,NA,NA,NA,NA,NA,7.1,0.5,NA,NA
"Paul Lake",1994,249,1994-09-06,8,NA,NA,NA,NA,NA,6,0.4,NA,NA
"Paul Lake",1994,249,1994-09-06,10,NA,NA,NA,NA,NA,5.5,0.4,NA,NA
"Paul Lake",1994,249,1994-09-06,11,NA,NA,NA,NA,NA,5.5,0.4,NA,NA
"Peter Lake",1994,249,1994-09-06,0.25,NA,NA,NA,NA,NA,NA,NA,368,409
"Peter Lake",1994,249,1994-09-06,0.5,NA,NA,NA,NA,NA,17.1,8.5,370,527
"Peter Lake",1994,249,1994-09-06,0.75,NA,NA,NA,NA,NA,NA,NA,252,431
"Peter Lake",1994,249,1994-09-06,1,NA,NA,NA,NA,NA,17.1,8.4,179,374
"Peter Lake",1994,249,1994-09-06,1.5,NA,NA,NA,NA,NA,17.1,8.4,118,345
"Peter Lake",1994,249,1994-09-06,2,NA,NA,NA,NA,NA,17,8.4,92,357
"Peter Lake",1994,249,1994-09-06,2.5,NA,NA,NA,NA,NA,17,8.4,67,358
"Peter Lake",1994,249,1994-09-06,3,NA,NA,NA,NA,NA,17,8.4,50,360
"Peter Lake",1994,249,1994-09-06,3.5,NA,NA,NA,NA,NA,17,8.4,47,466
"Peter Lake",1994,249,1994-09-06,4,NA,NA,NA,NA,NA,17,8.4,40,551
"Peter Lake",1994,249,1994-09-06,5,NA,NA,NA,NA,NA,14.2,7.6,21,534
"Peter Lake",1994,249,1994-09-06,5.5,NA,NA,NA,NA,NA,12.1,5.7,13,449
"Peter Lake",1994,249,1994-09-06,6,NA,NA,NA,NA,NA,9.6,1.3,8.7,467
"Peter Lake",1994,249,1994-09-06,6.5,NA,NA,NA,NA,NA,8.4,1,6.1,473
"Peter Lake",1994,249,1994-09-06,7,NA,NA,NA,NA,NA,7.1,0.8,4.2,562
"Peter Lake",1994,249,1994-09-06,8,NA,NA,NA,NA,NA,6.1,0.7,NA,NA
"Peter Lake",1994,249,1994-09-06,9,NA,NA,NA,NA,NA,5.3,0.6,NA,NA
"Peter Lake",1994,249,1994-09-06,10,NA,NA,NA,NA,NA,5,0.6,NA,NA
"Peter Lake",1994,249,1994-09-06,11,NA,NA,NA,NA,NA,4.9,0.5,NA,NA
"Paul Lake",1999,144,1999-05-24,0.25,NA,NA,NA,NA,NA,NA,NA,159.5,142.8
"Paul Lake",1999,144,1999-05-24,0.5,NA,NA,NA,NA,NA,14.4,8.9,106,155.9
"Paul Lake",1999,144,1999-05-24,0.75,NA,NA,NA,NA,NA,NA,NA,78.9,150.4
"Paul Lake",1999,144,1999-05-24,1,NA,NA,NA,NA,NA,14.4,8.8,60.9,155.6
"Paul Lake",1999,144,1999-05-24,1.5,NA,NA,NA,NA,NA,14.4,8.8,40.3,156.5
"Paul Lake",1999,144,1999-05-24,2,NA,NA,NA,NA,NA,14.3,8.9,25.8,161.3
"Paul Lake",1999,144,1999-05-24,2.5,NA,NA,NA,NA,NA,14.2,9.2,19,165.9
"Paul Lake",1999,144,1999-05-24,3,NA,NA,NA,NA,NA,11.1,12.3,15.1,171.8
"Paul Lake",1999,144,1999-05-24,3.5,NA,NA,NA,NA,NA,9.8,12.5,13.1,185.7
"Paul Lake",1999,144,1999-05-24,4,NA,NA,NA,NA,NA,8.2,12.5,10,181
"Paul Lake",1999,144,1999-05-24,4.5,NA,NA,NA,NA,NA,7.2,12.8,7.1,175.8
"Paul Lake",1999,144,1999-05-24,5,NA,NA,NA,NA,NA,6.5,7.1,5.1,166.1
"Paul Lake",1999,144,1999-05-24,5.5,NA,NA,NA,NA,NA,5.9,2.3,3.3,172.4
"Paul Lake",1999,144,1999-05-24,6.5,NA,NA,NA,NA,NA,5.2,0.2,1.4,198.4
"Paul Lake",1999,144,1999-05-24,7,NA,NA,NA,NA,NA,5,0.2,NA,NA
"Paul Lake",1999,144,1999-05-24,8,NA,NA,NA,NA,NA,4.9,0.2,NA,NA
"Peter Lake",1999,144,1999-05-24,0.25,NA,NA,NA,NA,NA,NA,NA,508.7,577
"Peter Lake",1999,144,1999-05-24,0.5,NA,NA,NA,NA,NA,14.6,10.1,345.5,535
"Peter Lake",1999,144,1999-05-24,0.75,NA,NA,NA,NA,NA,NA,NA,241.2,499.1
"Peter Lake",1999,144,1999-05-24,1,NA,NA,NA,NA,NA,14.6,10.1,175.3,454.6
"Peter Lake",1999,144,1999-05-24,1.5,NA,NA,NA,NA,NA,14.6,10.2,114.7,459.8
"Peter Lake",1999,144,1999-05-24,2,NA,NA,NA,NA,NA,14.6,10.1,96.1,484
"Peter Lake",1999,144,1999-05-24,2.5,NA,NA,NA,NA,NA,14.4,10.5,83.8,587.8
"Peter Lake",1999,144,1999-05-24,3,NA,NA,NA,NA,NA,11.9,14.8,58.7,653
"Peter Lake",1999,144,1999-05-24,4,NA,NA,NA,NA,NA,8,13,24.1,613.8
"Peter Lake",1999,144,1999-05-24,4.5,NA,NA,NA,NA,NA,6.8,12.4,13.2,590.1
"Peter Lake",1999,144,1999-05-24,5,NA,NA,NA,NA,NA,5.7,8.1,7.6,534.7
"Peter Lake",1999,144,1999-05-24,6,NA,NA,NA,NA,NA,5.1,0.3,3.1,NA
"Peter Lake",1999,144,1999-05-24,6.5,NA,NA,NA,NA,NA,5,0.2,2.1,555.3
"Peter Lake",1999,144,1999-05-24,7,NA,NA,NA,NA,NA,4.9,0.2,NA,NA
"Peter Lake",1999,144,1999-05-24,8,NA,NA,NA,NA,NA,4.8,0.2,NA,NA
"Peter Lake",1999,144,1999-05-24,9,NA,NA,NA,NA,NA,4.6,0.2,NA,NA
"Peter Lake",1999,144,1999-05-24,10,NA,NA,NA,NA,NA,4.5,0.1,NA,NA
"Peter Lake",1999,144,1999-05-24,11,NA,NA,NA,NA,NA,4.5,0.1,NA,NA
"Tuesday Lake",1999,145,1999-05-25,0.25,NA,NA,NA,NA,NA,NA,NA,260.6,348
"Tuesday Lake",1999,145,1999-05-25,0.5,NA,NA,NA,NA,NA,13.1,10.3,185.6,404
"Tuesday Lake",1999,145,1999-05-25,0.75,NA,NA,NA,NA,NA,NA,NA,116.6,370.6
"Tuesday Lake",1999,145,1999-05-25,1,NA,NA,NA,NA,NA,13.1,10.3,73.5,356
"Tuesday Lake",1999,145,1999-05-25,2.5,NA,NA,NA,NA,NA,11.6,12.1,11.3,400
"Tuesday Lake",1999,145,1999-05-25,3,NA,NA,NA,NA,NA,8.3,6.4,4.9,351
"Tuesday Lake",1999,145,1999-05-25,3.5,NA,NA,NA,NA,NA,6.5,2.6,2.4,332
"Tuesday Lake",1999,145,1999-05-25,4,NA,NA,NA,NA,NA,5.1,0.5,NA,NA
"Tuesday Lake",1999,145,1999-05-25,4.5,NA,NA,NA,NA,NA,4.5,0.3,NA,NA
"Tuesday Lake",1999,145,1999-05-25,5,NA,NA,NA,NA,NA,4.3,0.2,NA,NA
"Tuesday Lake",1999,145,1999-05-25,5.5,NA,NA,NA,NA,NA,4.2,0.2,NA,NA
"Tuesday Lake",1999,145,1999-05-25,6,NA,NA,NA,NA,NA,4.2,0.2,NA,NA
"Tuesday Lake",1999,145,1999-05-25,6.5,NA,NA,NA,NA,NA,4.1,0.2,NA,NA
"Tuesday Lake",1999,145,1999-05-25,7,NA,NA,NA,NA,NA,4.1,0.2,NA,NA
"Tuesday Lake",1999,145,1999-05-25,8,NA,NA,NA,NA,NA,4.1,0.2,NA,NA
"Tuesday Lake",1999,145,1999-05-25,9,NA,NA,NA,NA,NA,4.1,0.2,NA,NA
"Tuesday Lake",1999,145,1999-05-25,10,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"Tuesday Lake",1999,145,1999-05-25,11,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"East Long Lake",1999,146,1999-05-26,0.25,NA,NA,NA,NA,NA,NA,NA,606.7,1308
"East Long Lake",1999,146,1999-05-26,0.5,NA,NA,NA,NA,NA,12.6,8.6,252,1318
"East Long Lake",1999,146,1999-05-26,0.75,NA,NA,NA,NA,NA,NA,NA,126,1318
"East Long Lake",1999,146,1999-05-26,2,NA,NA,NA,NA,NA,11.5,8.3,5.6,1317
"East Long Lake",1999,146,1999-05-26,2.5,NA,NA,NA,NA,NA,7.9,1.8,NA,NA
"East Long Lake",1999,146,1999-05-26,3,NA,NA,NA,NA,NA,6.5,1.5,NA,NA
"East Long Lake",1999,146,1999-05-26,3.5,NA,NA,NA,NA,NA,5.3,0.4,NA,NA
"East Long Lake",1999,146,1999-05-26,4,NA,NA,NA,NA,NA,4.9,0.8,NA,NA
"East Long Lake",1999,146,1999-05-26,4.5,NA,NA,NA,NA,NA,4.6,0.4,NA,NA
"East Long Lake",1999,146,1999-05-26,5,NA,NA,NA,NA,NA,4.5,0.3,NA,NA
"East Long Lake",1999,146,1999-05-26,5.5,NA,NA,NA,NA,NA,4.3,0.2,NA,NA
"East Long Lake",1999,146,1999-05-26,6,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"East Long Lake",1999,146,1999-05-26,6.5,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"East Long Lake",1999,146,1999-05-26,7,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"East Long Lake",1999,146,1999-05-26,8,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"East Long Lake",1999,146,1999-05-26,9,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"East Long Lake",1999,146,1999-05-26,10,NA,NA,NA,NA,NA,4,0.1,NA,NA
"East Long Lake",1999,146,1999-05-26,11,NA,NA,NA,NA,NA,4,0.1,NA,NA
"West Long Lake",1999,146,1999-05-26,0.25,NA,NA,NA,NA,NA,NA,NA,685.3,986.9
"West Long Lake",1999,146,1999-05-26,0.5,NA,NA,NA,NA,NA,12.8,10.4,507.1,985.4
"West Long Lake",1999,146,1999-05-26,0.75,NA,NA,NA,NA,NA,NA,NA,288.1,994.5
"West Long Lake",1999,146,1999-05-26,1,NA,NA,NA,NA,NA,12.6,10.3,203.1,990.6
"West Long Lake",1999,146,1999-05-26,1.5,NA,NA,NA,NA,NA,12.5,10.3,104,996.3
"West Long Lake",1999,146,1999-05-26,2,NA,NA,NA,NA,NA,12.4,10.4,55.9,991.8
"West Long Lake",1999,146,1999-05-26,2.5,NA,NA,NA,NA,NA,12.4,10.3,28.7,996.8
"West Long Lake",1999,146,1999-05-26,3,NA,NA,NA,NA,NA,11.6,9.5,15.5,998.9
"West Long Lake",1999,146,1999-05-26,3.5,NA,NA,NA,NA,NA,8,8.2,8.7,1001
"West Long Lake",1999,146,1999-05-26,4,NA,NA,NA,NA,NA,6.6,5.4,5.3,1004
"West Long Lake",1999,146,1999-05-26,4.5,NA,NA,NA,NA,NA,6,1.4,NA,NA
"West Long Lake",1999,146,1999-05-26,5,NA,NA,NA,NA,NA,5.5,0.5,NA,NA
"West Long Lake",1999,146,1999-05-26,5.5,NA,NA,NA,NA,NA,5.2,0.3,NA,NA
"West Long Lake",1999,146,1999-05-26,6,NA,NA,NA,NA,NA,5,0.2,NA,NA
"West Long Lake",1999,146,1999-05-26,6.5,NA,NA,NA,NA,NA,4.9,0.2,NA,NA
"West Long Lake",1999,146,1999-05-26,7,NA,NA,NA,NA,NA,4.8,0.2,NA,NA
"West Long Lake",1999,146,1999-05-26,8,NA,NA,NA,NA,NA,4.7,0.2,NA,NA
"West Long Lake",1999,146,1999-05-26,9,NA,NA,NA,NA,NA,4.7,0.2,NA,NA
"West Long Lake",1999,146,1999-05-26,10,NA,NA,NA,NA,NA,4.6,0.2,NA,NA
"West Long Lake",1999,146,1999-05-26,11,NA,NA,NA,NA,NA,4.6,0.2,NA,NA
"Paul Lake",1999,151,1999-05-31,0,NA,NA,NA,NA,NA,21,8.2,365,385
"Paul Lake",1999,151,1999-05-31,0.25,NA,NA,NA,NA,NA,NA,NA,288,386
"Paul Lake",1999,151,1999-05-31,0.5,NA,NA,NA,NA,NA,20.9,8.1,206,386
"Paul Lake",1999,151,1999-05-31,0.75,NA,NA,NA,NA,NA,NA,NA,156,387
"Paul Lake",1999,151,1999-05-31,1,NA,NA,NA,NA,NA,19.9,9.3,120,387
"Paul Lake",1999,151,1999-05-31,1.5,NA,NA,NA,NA,NA,16.5,9.9,80.2,388
"Paul Lake",1999,151,1999-05-31,2,NA,NA,NA,NA,NA,15,10.2,56.5,389
"Paul Lake",1999,151,1999-05-31,2.5,NA,NA,NA,NA,NA,13.9,10.1,41.3,390
"Paul Lake",1999,151,1999-05-31,3,NA,NA,NA,NA,NA,12.8,10.1,29.5,391
"Paul Lake",1999,151,1999-05-31,3.5,NA,NA,NA,NA,NA,10.6,12.5,21.6,392
"Paul Lake",1999,151,1999-05-31,4,NA,NA,NA,NA,NA,8.9,12.3,16.1,394
"Paul Lake",1999,151,1999-05-31,4.5,NA,NA,NA,NA,NA,7.7,11.9,11.9,395
"Paul Lake",1999,151,1999-05-31,5,NA,NA,NA,NA,NA,6.8,5.6,8.6,397
"Paul Lake",1999,151,1999-05-31,5.5,NA,NA,NA,NA,NA,6.2,2,6,400
"Paul Lake",1999,151,1999-05-31,6,NA,NA,NA,NA,NA,5.7,0.6,3,403
"Paul Lake",1999,151,1999-05-31,6.5,NA,NA,NA,NA,NA,5.4,0.2,NA,NA
"Paul Lake",1999,151,1999-05-31,7,NA,NA,NA,NA,NA,5.2,0.2,NA,NA
"Paul Lake",1999,151,1999-05-31,8,NA,NA,NA,NA,NA,4.9,0.1,NA,NA
"Paul Lake",1999,151,1999-05-31,9,NA,NA,NA,NA,NA,4.9,0.1,NA,NA
"Peter Lake",1999,151,1999-05-31,0,NA,NA,NA,NA,NA,20.3,9.1,510,443
"Peter Lake",1999,151,1999-05-31,0.25,NA,NA,NA,NA,NA,NA,NA,405,425
"Peter Lake",1999,151,1999-05-31,0.5,NA,NA,NA,NA,NA,20.3,9.2,298,412
"Peter Lake",1999,151,1999-05-31,0.75,NA,NA,NA,NA,NA,NA,NA,233,402
"Peter Lake",1999,151,1999-05-31,1,NA,NA,NA,NA,NA,19.4,10.1,175,397
"Peter Lake",1999,151,1999-05-31,1.5,NA,NA,NA,NA,NA,16.8,10.7,107.9,388.2
"Peter Lake",1999,151,1999-05-31,2,NA,NA,NA,NA,NA,15.1,11,70,385
"Peter Lake",1999,151,1999-05-31,2.5,NA,NA,NA,NA,NA,14.2,10.8,47.3,378
"Peter Lake",1999,151,1999-05-31,3,NA,NA,NA,NA,NA,12.9,11.3,31.5,370.3
"Peter Lake",1999,151,1999-05-31,3.5,NA,NA,NA,NA,NA,11,15.6,18.8,364
"Peter Lake",1999,151,1999-05-31,4,NA,NA,NA,NA,NA,8.9,14.9,10.3,356
"Peter Lake",1999,151,1999-05-31,4.5,NA,NA,NA,NA,NA,7.2,14.2,5.8,354
"Peter Lake",1999,151,1999-05-31,5,NA,NA,NA,NA,NA,6.1,5.8,3.4,344
"Peter Lake",1999,151,1999-05-31,5.5,NA,NA,NA,NA,NA,5.5,0.9,2.2,339
"Peter Lake",1999,151,1999-05-31,6,NA,NA,NA,NA,NA,5.2,0.5,NA,NA
"Peter Lake",1999,151,1999-05-31,6.5,NA,NA,NA,NA,NA,5,0.3,NA,NA
"Peter Lake",1999,151,1999-05-31,7,NA,NA,NA,NA,NA,4.9,0.2,NA,NA
"Peter Lake",1999,151,1999-05-31,8,NA,NA,NA,NA,NA,4.8,0.2,NA,NA
"Peter Lake",1999,151,1999-05-31,9,NA,NA,NA,NA,NA,4.7,0.2,NA,NA
"Peter Lake",1999,151,1999-05-31,10,NA,NA,NA,NA,NA,4.5,0.2,NA,NA
"Peter Lake",1999,151,1999-05-31,11,NA,NA,NA,NA,NA,4.4,0.1,NA,NA
"Peter Lake",1999,151,1999-05-31,12,NA,NA,NA,NA,NA,4.4,0.1,NA,NA
"Tuesday Lake",1999,152,1999-06-01,0,NA,NA,NA,NA,NA,16.9,8.8,266,247
"Tuesday Lake",1999,152,1999-06-01,0.25,NA,NA,NA,NA,NA,NA,NA,172,251
"Tuesday Lake",1999,152,1999-06-01,0.5,NA,NA,NA,NA,NA,16.9,8.8,110,264
"Tuesday Lake",1999,152,1999-06-01,0.75,NA,NA,NA,NA,NA,NA,NA,76.4,270
"Tuesday Lake",1999,152,1999-06-01,1,NA,NA,NA,NA,NA,16.9,8.9,55.4,282
"Tuesday Lake",1999,152,1999-06-01,1.5,NA,NA,NA,NA,NA,15.4,10.1,28.6,299
"Tuesday Lake",1999,152,1999-06-01,2,NA,NA,NA,NA,NA,13.5,10.7,16,314
"Tuesday Lake",1999,152,1999-06-01,2.5,NA,NA,NA,NA,NA,11.6,11,9,328
"Tuesday Lake",1999,152,1999-06-01,3,NA,NA,NA,NA,NA,8.6,4.1,4.6,339
"Tuesday Lake",1999,152,1999-06-01,3.5,NA,NA,NA,NA,NA,6.7,1.1,2.3,350
"Tuesday Lake",1999,152,1999-06-01,4,NA,NA,NA,NA,NA,5.4,0.3,1.2,359
"Tuesday Lake",1999,152,1999-06-01,4.5,NA,NA,NA,NA,NA,4.8,0.2,NA,NA
"Tuesday Lake",1999,152,1999-06-01,5,NA,NA,NA,NA,NA,4.5,0.2,NA,NA
"Tuesday Lake",1999,152,1999-06-01,5.5,NA,NA,NA,NA,NA,4.3,0.2,NA,NA
"Tuesday Lake",1999,152,1999-06-01,6,NA,NA,NA,NA,NA,4.3,0.2,NA,NA
"Tuesday Lake",1999,152,1999-06-01,6.5,NA,NA,NA,NA,NA,4.2,0.2,NA,NA
"Tuesday Lake",1999,152,1999-06-01,7,NA,NA,NA,NA,NA,4.2,0.2,NA,NA
"Tuesday Lake",1999,152,1999-06-01,8,NA,NA,NA,NA,NA,4.1,0.2,NA,NA
"Tuesday Lake",1999,152,1999-06-01,9,NA,NA,NA,NA,NA,4.1,0.2,NA,NA
"Tuesday Lake",1999,152,1999-06-01,10,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"Tuesday Lake",1999,152,1999-06-01,11,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"Tuesday Lake",1999,152,1999-06-01,12,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"East Long Lake",1999,153,1999-06-02,0,NA,NA,NA,NA,NA,15.4,7.6,291,334
"East Long Lake",1999,153,1999-06-02,0.25,NA,NA,NA,NA,NA,NA,NA,114,330
"East Long Lake",1999,153,1999-06-02,0.5,NA,NA,NA,NA,NA,15.4,7.5,42.1,322
"East Long Lake",1999,153,1999-06-02,0.75,NA,NA,NA,NA,NA,NA,NA,19.3,319
"East Long Lake",1999,153,1999-06-02,1,NA,NA,NA,NA,NA,15.4,7.2,8.9,315
"East Long Lake",1999,153,1999-06-02,1.5,NA,NA,NA,NA,NA,14.4,6.8,2.4,311
"East Long Lake",1999,153,1999-06-02,2,NA,NA,NA,NA,NA,10.7,6.1,NA,NA
"East Long Lake",1999,153,1999-06-02,2.5,NA,NA,NA,NA,NA,8.7,1.3,NA,NA
"East Long Lake",1999,153,1999-06-02,3,NA,NA,NA,NA,NA,6.9,0.7,NA,NA
"East Long Lake",1999,153,1999-06-02,3.5,NA,NA,NA,NA,NA,5.7,0.4,NA,NA
"East Long Lake",1999,153,1999-06-02,4,NA,NA,NA,NA,NA,5.1,0.2,NA,NA
"East Long Lake",1999,153,1999-06-02,4.5,NA,NA,NA,NA,NA,4.8,0.1,NA,NA
"East Long Lake",1999,153,1999-06-02,5,NA,NA,NA,NA,NA,4.6,0.2,NA,NA
"East Long Lake",1999,153,1999-06-02,5.5,NA,NA,NA,NA,NA,4.4,0.1,NA,NA
"East Long Lake",1999,153,1999-06-02,6,NA,NA,NA,NA,NA,4.2,0.1,NA,NA
"East Long Lake",1999,153,1999-06-02,6.5,NA,NA,NA,NA,NA,4.2,0.1,NA,NA
"East Long Lake",1999,153,1999-06-02,7,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"East Long Lake",1999,153,1999-06-02,8,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"East Long Lake",1999,153,1999-06-02,9,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"East Long Lake",1999,153,1999-06-02,10,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"East Long Lake",1999,153,1999-06-02,11,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"East Long Lake",1999,153,1999-06-02,12,NA,NA,NA,NA,NA,4.1,0.1,NA,NA
"West Long Lake",1999,153,1999-06-02,0,NA,NA,NA,NA,NA,15.8,8.6,239.5,171.4
"West Long Lake",1999,153,1999-06-02,0.25,NA,NA,NA,NA,NA,NA,NA,150.7,168.8
"West Long Lake",1999,153,1999-06-02,0.5,NA,NA,NA,NA,NA,15.8,8.6,87.7,170.2
"West Long Lake",1999,153,1999-06-02,0.75,NA,NA,NA,NA,NA,NA,NA,60.3,172.9
"West Long Lake",1999,153,1999-06-02,1,NA,NA,NA,NA,NA,15.8,8.6,39.3,175.7
"West Long Lake",1999,153,1999-06-02,1.5,NA,NA,NA,NA,NA,15.8,8.6,19.7,184.4
"West Long Lake",1999,153,1999-06-02,2,NA,NA,NA,NA,NA,14.2,8.8,10.6,189.4
"West Long Lake",1999,153,1999-06-02,2.5,NA,NA,NA,NA,NA,12.7,8.4,5.7,191.9
"West Long Lake",1999,153,1999-06-02,3,NA,NA,NA,NA,NA,10.7,7.1,3.3,189.1
"West Long Lake",1999,153,1999-06-02,3.5,NA,NA,NA,NA,NA,8.5,6.4,2,190.3
"West Long Lake",1999,153,1999-06-02,4,NA,NA,NA,NA,NA,7.1,3.9,1.2,185.7
"West Long Lake",1999,153,1999-06-02,4.5,NA,NA,NA,NA,NA,6.4,1.8,0.7,185.9
"West Long Lake",1999,153,1999-06-02,5,NA,NA,NA,NA,NA,5.8,0.6,NA,NA
"West Long Lake",1999,153,1999-06-02,5.5,NA,NA,NA,NA,NA,5.3,0.2,NA,NA
"West Long Lake",1999,153,1999-06-02,6,NA,NA,NA,NA,NA,5.1,0.2,NA,NA
"West Long Lake",1999,153,1999-06-02,6.5,NA,NA,NA,NA,NA,4.9,0.2,NA,NA
"West Long Lake",1999,153,1999-06-02,7,NA,NA,NA,NA,NA,4.8,0.1,NA,NA
"West Long Lake",1999,153,1999-06-02,8,NA,NA,NA,NA,NA,4.7,0.1,NA,NA
"West Long Lake",1999,153,1999-06-02,9,NA,NA,NA,NA,NA,4.7,0.1,NA,NA
"West Long Lake",1999,153,1999-06-02,10,NA,NA,NA,NA,NA,4.7,0.1,NA,NA
"West Long Lake",1999,153,1999-06-02,11,NA,NA,NA,NA,NA,4.6,0.1,NA,NA
"West Long Lake",1999,153,1999-06-02,12,NA,NA,NA,NA,NA,4.6,0.1,NA,NA
"Paul Lake",1999,158,1999-06-07,0,NA,NA,NA,NA,NA,20.5,8.4,1614,1248
"Paul Lake",1999,158,1999-06-07,0.25,NA,NA,NA,NA,NA,NA,NA,1195,1276
"Paul Lake",1999,158,1999-06-07,0.5,NA,NA,NA,NA,NA,20.2,8.8,855.7,1308
"Paul Lake",1999,158,1999-06-07,0.75,NA,NA,NA,NA,NA,NA,NA,732.9,1369
"Paul Lake",1999,158,1999-06-07,1,NA,NA,NA,NA,NA,18.5,9.7,527.5,1347
"Paul Lake",1999,158,1999-06-07,1.5,NA,NA,NA,NA,NA,16.4,9.9,112.3,523.5
"Paul Lake",1999,158,1999-06-07,2,NA,NA,NA,NA,NA,15.7,9.8,79.7,553.2
